variable_name,description
IIDSTWORST,
IIMHTRXMED,
HVYDRKMON,"Heavy Alcohol Use, HVYDRKMON, is defined as drinking five or more drinks on the same occasion for males or four or more drinks on the same occasion for females on each of 5 or more days in the past 30 days. For this variable, ""occasion"" means at the same time or within a couple hours of each other. All Heavy Alcohol Users are also ""Binge"" Alcohol Users."
IIECSTMOAGE,
IIMHTSUPPGRP,
IFATHER,"(MRELAT10, MRELAT11, MRELAT12, MRELAT13, MRELAT14, MRELAT15, MRELAT16, MRELAT17, MRELAT18, MRELAT19, MRELAT20, MRELAT21, MRELAT22, MRELAT23, MRELAT24, MRELAT25, MRELATO2, MRELATO3, MRELATO4, MRELATO5, MRELATO6, MRELATO7,"
IIECSTMOREC,
IIMJAGE,
II2ALCFM,
IIECSTMOYFU,
IIMJFM,
II2ALCFY,
IIEDUHIGHST2,
IIMJFY,
II2ALCRC,
IIFAMIN3,
IIMJMONVAPE,
II2CGRFM,
IIFAMPMT,
IIMJRC,
II2CGRRC,
IIFAMSOC,
IIMJYFU,
II2CIGFM,
IIFAMSSI,
IIMJYRVAPE,
II2CIGRC,
IIFAMSVC,
IINICVAP30N,
II2COCFM,
IIFENTANYYR,
IINICVAPAGE,
II2COCFY,
IIFENTNMYR,
IINICVAPREC,
II2COCRC,
IIFLVVAPREC,
IINICVAPYFU,
II2CRKFM,
IIFSTAMP,
IINPCOLDREC,
II2CRKFY,
IIGHBREC,
IIOTHHLT,"(ANYHLTI2, CAIDCHIP, CHAMPUS, IRCHMPUS, IRMCDCHP, IRMEDICR, IRPRVHLT, MEDICARE, PRVHLTIN)"
II2CRKRC,
IIHALLUC30N,
IIOXCNANYYR,
II2HERFM,
IIHALLUCAGE,
IIOXCNNMYR,
II2HERFY,
IIHALLUCREC,
IIPCPAGE,
II2HERRC,
IIHALLUCYFQ,
IIPCPRC,
II2LSDRC,
IIHALLUCYFU,
IIPCPYFU,
II2MJFM,
IIHERAGE,
IIPINC3,
II2MJFY,
IIHERFM,
IIPIPLF,
II2MJRC,
IIHERFY,
IIPIPMN,
II2PCPRC,
IIHERRC,
IIPMNICDEP,
II2WRKST18,
IIHERYFU,
IIPNRANYREC,
II2WRKSTAT,
IIHH65_2,
IIPNRNM30FQ,
IIALCAGE,
IIHHSIZ2,
IIPNRNMAGE,
IIPNRNMINIT,
IIUD5SEDUNM,
INHNDAYYR,
IIPNRNMREC,
IIUD5STMMIS,
INHOSPYR,"During the past 12 months, have you stayed overnight or longer as an inpatient in a hospital?"
IIPNRNMYFU,
IIUD5STMUNM,
INHTOTFG,
IIPRVHLT,
IIUD5TRQMIS,
IRALCAGE,
IIPYSEV5ALC,
IIUD5TRQUNM,
IRALCBNG30D,"""Binge"" Alcohol Frequency, IRALCBNG30D, is defined as the number of days in the past month on which the respondent reported drinking five or more drinks on the same occasion for males or four or more drinks on the same occasion for females. For this variable, ""occasion"" means at the same time or within a couple hours of each other. Prior to 2015, “binge” alcohol frequency was defined as the number of days in the past month on which the respondent reported drinking five or more drinks on the same occasion for everyone, regardless of sex. Therefore, IRALCBNG30D is comparable to the version of this variable created from 2002-2014, IRALCD5, among males but not overall or among females."
IIPYSEV5COC,
IIWELMOS,
IRALCFM,
IIPYSEV5HAL,
IIWRKSTAT,
IRALCFY,"NOTE: The term ""Past Year Frequency"" is interchangeable with the term ""12-Month Frequency""."
IIPYSEV5HER,
IIWRKSTAT18,
IRALCRC,
IIPYSEV5INH,
ILIMFOTHFG,"(CBDHMPFLAG, GHBFLAG, ILLFLAG, IMFFLAG, KRATOMFLAG, NPCOLDFLAG, SYNMRJFLAG, SYNSTMFLAG)"
IRALCYFU,
IIPYSEV5MRJ,
ILIMFOTHMN,"(CBDHMPMON, GHBMON, ILLMON, IMFMON, KRATOMMON, NPCOLDMON, SYNMRJMON, SYNSTMMON)"
IRAMDEIMP,
IIPYSEV5MTH,
ILIMFOTHYR,"(CBDHMPYR, GHBYR, ILLYR, IMFYR, KRATOMYR, NPCOLDYR, SYNMRJYR, SYNSTMYR)"
IRAMDELT,
IIPYUD5ALC,
ILLALCFLG,
IRAMDEYR,
IIPYUD5COC,
ILLALCMON,
IRBZOANYYR,
IIPYUD5HAL,
ILLANDALC,
IRBZONMYR,
IIPYUD5HER,
ILLEMFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use of illicit drugs other than marijuana variable in analysis. This caution does not apply to lifetime use of any illicit drug variable given it is dominated by lifetime marijuana use. (COCFLAG, HALLUCFLAG, HERFLAG, INHALFLAG, METHAMFLAG, PSYCHFLAG)"
IRCBDHMPREC,
IIPYUD5INH,
ILLEMMON,"(COCMON, HALLUCMON, HERMON, INHALMON, METHAMMON, PSYCHMON)"
IRCD2YFU,
IIPYUD5MRJ,
ILLEMYR,"(COCYR, HALLUCYR, HERYR, INHALYR, METHAMYR, PSYCHYR)"
IRCDUAGE,
IIPYUD5MTH,
ILLFLAG,"(COCFLAG, HALLUCFLAG, HERFLAG, INHALFLAG, METHAMFLAG, MRJFLAG, PNRNMFLAG, SEDNMFLAG, STMNMFLAG,"
IRCGRAGE,
IISALVIAREC,
ILLMON,"(COCMON, HALLUCMON, HERMON, INHALMON, METHAMMON, MRJMON, PNRNMMON, SEDNMMON, STMNMMON, TRQNMMON)"
IRCGRFM,
IISEDANYREC,
ILLORALC,
IRCGRRC,
IISEDNM30FQ,
ILLYR,"(COCYR, HALLUCYR, HERYR, INHALYR, METHAMYR, MRJYR, PNRNMYR, SEDNMYR, STMNMYR, TRQNMYR)"
IRCGRYFU,
IISEDNMAGE,
ILTOBALCFG,
IRCHMPUS,
IISEDNMINIT,
ILTOBALCMN,
IRCIGAGE,
IISEDNMREC,
ILTOBALCYR,
IRCIGFM,"NOTE: The term ""Past Month Frequency"" is interchangeable with the term ""30-Day Frequency""."
IISEDNMYFU,
ILTOBVAPALC,
IRCIGRC,
IISEVPNRMIS,
IMFEVER,"Earlier, you were asked whether you had used prescription fentanyl, also known as Duragesic or Fentora, in the past 12 months. This next question is about illegally made fentanyl, which is fentanyl that people can't get from a doctor or pharmacy. Illegally made fentanyl can come in forms such as powder, pills, or blotter paper. It can also be mixed with heroin or other drugs. Have you ever, even once, used illegally made fentanyl?"
IRCIGYFU,
IISEVPNRUNM,
IMFFLAG,
IRCOCAGE,
IISEVSEDMIS,
IMFMON,
IRCOCFM,
IISEVSEDUNM,
IMFNDLEVER,"Have you ever, even once, used a needle to inject illegally made fentanyl?"
IRCOCFY,
IISEVSTMMIS,
IMFNEDFLAG,
IRCOCRC,
IISEVSTMUNM,
IMFYR,
IRCOCYFU,
IISEVTRQMIS,
IMOTHER,"(FRELAT10, FRELAT11, FRELAT12, FRELAT13, FRELAT14, FRELAT15, FRELAT16, FRELAT17, FRELAT18, FRELAT19, FRELAT20, FRELAT21, FRELAT22, FRELAT23, FRELAT24, FRELAT25, FRELATO2, FRELATO3, FRELATO4, FRELATO5, FRELATO6, FRELATO7,"
IRCOSUIPLNYR,
IISEVTRQUNM,
IMPCONCN,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have concentrating on doing something important when other things were going on around you?"
IRCOSUITHNK,
IISMKLSS30N,
IMPDYFRQ,"During that/those [IMWEEK1FILL] week/weeks did you have these kinds of difficulties every day, most days, or only one or two days a week?"
IRCOSUITRYYR,
IISMKLSSREC,
IMPGOUT,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have going out of the house and getting around on your own?"
IRCRKAGE,
IISMKLSSTRY,
IMPGOUTM,"Did problems with your emotions, nerves, or mental health keep you from leaving the house on your own?"
IRCRKFM,
IISMKLSSYFU,
IMPHHLD,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have taking care of household responsibilities?"
IRCRKFY,
IISTMANYREC,
IMPHHLDM,"Did problems with your emotions, nerves, or mental health keep you from taking care of household responsibilities?"
IRCRKRC,
IISTMNM30FQ,
IMPPEOP,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have dealing with people you did not know well?"
IRCRKYFU,
IISTMNMAGE,
IMPPEOPM,"Did problems with your emotions, nerves, or mental health keep you from dealing with people you did not know well?"
IRDAMTFXREC,
IISTMNMINIT,
IMPREMEM,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have remembering to do things you needed to do?"
IRDSTCHR12,
IISTMNMREC,
IMPRESP,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have taking care of your daily responsibilities at work or school?"
IRDSTCHR30,
IISTMNMYFU,
IMPRESPM,"Did problems with your emotions, nerves, or mental health keep you from working or going to school?"
IRDSTEFF12,
IISUICTHNK,
IMPSOC,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have participating in social activities, like visiting friends or going to parties?"
IRDSTEFF30,
IISUIPLANYR,
IMPSOCM,"Did problems with your emotions, nerves, or mental health keep you from participating in social activities?"
IRDSTHOP12,
IISUITRYYR,
IMPWEEKS,"You mentioned having difficulty with or being unable to do such things as [FILL]. During the past 12 months, about how many weeks did you have any of these difficulties because of your emotions, nerves, or mental health? If you can't remember the exact number, just give your best estimate."
IRDSTHOP30,
IISUTDETOX,
IMPWORK,"During that one month when your emotions, nerves or mental health interfered most with your daily activities... how much difficulty did you have getting your daily work done as quickly as needed?"
IRDSTNGD12,
IISUTERED,
IMPYDAYS,"About how many days out of 365 in the past 12 months were you totally unable to work or carry out your normal activities because of your emotions, nerves or mental health? You can use any number between 0 and 365 to answer."
IRDSTNGD30,
IISUTINHOSP,
INCOME,
IRDSTNRV12,
IISUTINOPL,
INHAL30ES,What is your best estimate of the number of days you used any inhalant for kicks or to get high during the past 30 days?
IRDSTNRV30,
IISUTINRHAB,
INHAL30N,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use any inhalant for kicks or to get high?"
IRDSTRST12,
IISUTINRSMH,
INHALAGE,How old were you the first time you used any inhalant for kicks or to get high?
IRDSTRST30,
IISUTOUTDOC,
INHALEVER,"The answers that people give us about their use of inhalants are important to this study's success. We know that this information is personal, but remember your answers will be kept confidential. Please think again about answering this question: Have you ever, even once, used any type of inhalant for kicks or to get high? NOTE: This variable was coded as 1 if respondents answered yes to the above question and 91 if respondents answered the above question as no (see below). This variable also was coded as 1 if the questions corresponding to any of the following variables were answered as yes: AMYLNIT, CLEFLU, GAS, GLUE, ETHER, SOLVENT, LGAS, NITOXID, FELTMARKR, SPPAINT, AIRDUSTER, OTHAEROS, or INHALOTH. This variable also was coded as 91 if all of the above variables were coded as 91. (AIRDUSTER, AMYLNIT, CLEFLU, ETHER, FELTMARKR, GAS, GLUE, INHALOTH, INREF, LGAS, NITOXID, OTHAEROS, SOLVENT,"
IRDSTWORST,
IISUTOUTHOSP,
INHALFLAG,
IRECSTMOAGE,
IISUTOUTMHCR,
INHALMFU,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?
IRECSTMOREC,
IISUTOUTOPL,
INHALMON,
IRECSTMOYFU,
IISUTOUTRHAB,
INHALOT1,
IREDUHIGHST2,
IISUTOUTSCHL,
INHALOT2,
IRFAMIN3,
IISUTOUTTHRP,
INHALOT3,
IRFAMPMT,
IISUTPEERSPC,
INHALOT4,
IRFAMSOC,
IISUTPHVID,
INHALOT5,
IRFAMSSI,
IISUTRXALC,
INHALOTH,"Have you ever, even once used any other inhalants for kicks or to get high besides the ones that have been listed?"
IRFAMSVC,
IISUTRXDRG,
INHALREC,How long has it been since you last used any inhalant for kicks or to get high?
IRFENTANYYR,
IISUTSUPPGRP,
INHALYFQ,
IRFENTNMYR,
IISYNMRJREC,
INHALYFU,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?
IRFLVVAPREC,
IISYNSTMREC,
INHALYR,
IRFSTAMP,
IITRQANYREC,
INHDYPMO,"On average, how many days did you use an inhalant of any kind for kicks or to get high each month during the past 12 months?"
IRGHBREC,
IITRQNM30FQ,
INHDYPWK,"On average, how many days did you use an inhalant of any kind for kicks or to get high each week during the past 12 months?"
IRHALLUC30N,
IITRQNMAGE,
INHDYSYR,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?
IRHALLUCAGE,
IITRQNMINIT,
INHEASWY,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?"
IRHALLUCREC,
IITRQNMREC,
INHFQFLG,
IRHALLUCYFQ,
IITRQNMYFU,
INHLAGLST,The computer recorded that you last used any inhalants for kicks or to get high [INREC FILL]. How old were you the last time you used any inhalants for kicks or to get high?
IRHALLUCYFU,
IIUD5PNRMIS,
INHLMOLST,In what month in [CURRENT YEAR] did you last use an inhalant for kicks or to get high? In what month in [YEAR FROM LU16a or LU16b] did you last use an inhalant for kicks or to get high?
IRHERAGE,
IIUD5PNRUNM,
INHLYRLST,Did you last use an inhalant for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you last use an inhalant for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you last use an inhalant for kicks or to get high?
IRHERFM,
IIUD5SEDMIS,
INHNDAYPM,
IRHERFY,
IRHERRC,
IRPMNICDEP,"NOTE: The following variable, IRPMNICDEP, is the imputation-revised version of the nicotine dependence variable (PMNICDEP) derived from the Nicotine Dependence Syndrome Scale (NDSS) and the Fagerstrom Test of Nicotine Dependence (FTND). Based on the NDSS and the FTND, a respondent who smoked cigarettes in the past month was defined as having nicotine dependence if they met either the NDSS or the FTND criteria for dependence. Specific details are provide in the Nicotine Dependence and Substance Use Disorder appendix."
IRTRQNMREC,
IRHERYFU,
IRPNRANYREC,"NOTE: The following 18 variables refer to any use of prescription drugs. Any Use of prescription drugs is defined as either the use of one's own prescription medication as directed by a doctor or the misuse of prescription drugs. Misuse of prescription drugs is defined as use in any way not directed by a doctor, including use without a prescription of one's own medication; use in greater amounts, more often, or longer than told to take a drug; or use in any other way not directed by a doctor. Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the levels ‘More than 12 months ago’ and ‘NEVER USED XXX’ in analysis for the following variables: IRPNRANYREC, IRTRQANYREC, IRSTMANYREC, and IRSEDANYREC."
IRTRQNMYFU,"NOTE: The following four variables pertain to the age and date of first misuse of tranquilizers. Respondents who were past year initiates (IRTRQNMINIT=1), that is respondents who misused tranquilizers for the first time in the 12 months prior to the date of the interview, are included in the domain. Respondents who are not past year initiates (IRTRQNMINIT ne 1) receive an appropriate skip code."
IRHH65_2,
IRPNRNM30FQ,
IRUD5PNRMIS,NOTE: IRUD5PNRMIS and IIUD5PNRMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription pain relievers.
IRHHSIZ2,
IRPNRNMAGE,
IRUD5PNRUNM,NOTE: IRUD5PNRUNM and IIUD5PNRUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription pain relievers.
IRIMFREC,
IRPNRNMINIT,The following eight variables pertain to past year initiation of prescription drugs. Past year initiation of prescription drugs is defined as the misuse of the drug for the first time in the 12 months prior to the date of the interview.
IRUD5SEDMIS,NOTE: IRUD5SEDMIS and IIUD5SEDMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription sedatives.
IRIMPCONCN,
IRPNRNMREC,"NOTE: The following 14 variables refer to the misuse of prescription drugs. Misuse of prescription drugs is defined as use in any way not directed by a doctor, including use without a prescription of one's own medication; use in greater amounts, more often, or longer than told to take a drug; or use in any other way not directed by a doctor. Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the levels ‘More than 12 months ago’ and ‘NEVER MISUSED XXX’ in analysis for the following variables: IRPNRNMREC, IRTRQNMREC, IRSTMNMREC, and IRSEDNMREC."
IRUD5SEDUNM,NOTE: IRUD5SEDUNM and IIUD5SEDUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription sedatives.
IRIMPGOUT,
IRPNRNMYFU,"NOTE: The following four variables pertain to the age and date of first misuse of pain relievers. Respondents who were past year initiates (IRPNRNMINIT=1), that is respondents who misused pain relievers for the first time in the 12 months prior to the date of the interview, are included in the domain. Respondents who are not past year initiates (IRPNRNMINIT ne 1) receive an appropriate skip code."
IRUD5STMMIS,NOTE: IRUD5STMMIS and IIUD5STMMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription stimulants.
IRIMPGOUTM,
IRPRVHLT,
IRUD5STMUNM,NOTE: IRUD5STMUNM and IIUD5STMUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription stimulants.
IRIMPHHLD,
IRPYSEV5ALC,"The next set of variables are imputation-revised measures of substance use disorder severity for alcohol and drugs and are based on the criteria in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition. The severity of an SUD according to DSM-5 criteria is determined by the number of individual criteria recorded as positive for a particular substance. Respondents were classified as having an SUD of mild severity if they met two or three SUD criteria for that substance, an SUD of moderate severity if they met four or five SUD criteria for that substance, and a severe SUD if they met six or more SUD criteria for that substance. The construction of all SUD variables is described in more detail in the Nicotine Dependence and Substance Use Disorder appendix. NOTE: Respondents who reported past year alcohol use but indicated use of alcohol on 5 or fewer days in the past year were not asked the questions on alcohol use disorder. However, respondents who reported past year alcohol use and had a missing value for the number of days they used alcohol in the past year were asked the questions on alcohol use disorder. Therefore, it is possible for a respondent to have used alcohol on 5 or fewer days in the past year according to IRALCFY but to be classified as having a past year substance use disorder of alcohol."
IRUD5TRQMIS,NOTE: IRUD5TRQMIS and IIUD5TRQMIS were created using the DSM-5 based SUD variables that do not include use disorder data from past year users but not misusers of prescription tranquilizers.
IRIMPHHLDM,
IRPYSEV5COC,"NOTE: Respondents who reported lifetime but not past year use of cocaine, but were past year users of cocaine according to the variable CONDLREC, were asked the questions on cocaine use disorder. Because the editing and imputation procedures for cocaine recency do not incorporate CONDLREC, it is possible for a respondent to be a lifetime but not a past year user of cocaine according to IRCOCRC, but to be classified as having past year substance use disorder of cocaine. The few respondents who were lifetime but not past year users of cocaine according to IRCOCRC but were missing for CONDLREC were considered past year nonusers."
IRUD5TRQUNM,NOTE: IRUD5TRQUNM and IIUD5TRQUNM were created using the DSM-5 based SUD variables that do not include use disorder data from past year misusers of prescription tranquilizers.
IRIMPPEOP,
IRPYSEV5HAL,
IRWELMOS,
IRIMPPEOPM,
IRPYSEV5HER,"NOTE: Respondents who reported lifetime but not past year use of heroin, but were past year users of heroin according to the variables HRNDLREC, HRSMKREC, or HRSNFREC were asked the questions on heroin use disorder. Because the editing and imputation procedures for heroin recency do not incorporate HRNDLREC, HRSMKREC, or HRSNFREC, it is possible for a respondent to be a lifetime but not a past year user of heroin according to IRHERRC, but to be classified as having past year substance use disorder of heroin. The few respondents who were lifetime but not past year users of heroin according to IRHERRC but were missing for HRNDLREC, HRSMKREC, or HRSNFREC were considered past year nonusers."
IRWRKSTAT,"The following variable, IRWRKSTAT, replaces EMPSTATY that was created from 2001 to 2014. In 2015 employment questions moved from being interviewer-administered to being self-administered through ACASI. The name changes for employment variables reflect the break in comparability."
IRIMPREMEM,
IRPYSEV5INH,
IRWRKSTAT18,"IRWRKSTAT18 is a recode of IRWRKSTAT and AGE3. Respondents aged 12-17 are assigned a skip code, regardless of their answers to the employment status questions."
IRIMPRESP,
IRPYSEV5MRJ,"NOTE: Respondents who reported past year marijuana use but indicated use of marijuana on 5 or fewer days in the past year were not asked the questions on marijuana use disorder. However, respondents who reported past year marijuana use and had a missing value for the number of days they used marijuana in the past year were asked the questions on marijuana use disorder. Therefore, it is possible for a respondent to have used marijuana on 5 or fewer days in the past year according to IRMJFY but to be classified as having a past year substance use disorder of marijuana."
KETMINESK,"Have you ever, even once, used Ketamine, also called 'Special K' or 'Super K'?"
IRIMPRESPM,
IRPYSEV5MTH,"NOTE: Respondents who reported lifetime but not past year use of methamphetamine, but were past year users of methamphetamine according to the variable METHNDLRC, were asked the questions on methamphetamine use disorder. Because the editing and imputation procedures for methamphetamine recency do not incorporate METHNDLRC, it is possible for a respondent to be a lifetime but not a past year user of methamphetamine according to IRMETHAMREC, but to be classified as having past year substance use disorder of methamphetamine. The few respondents who were lifetime but not past year users of methamphetamine according to IRMETHAMREC but were missing for METHNDLRC were considered past year nonusers."
KETMINFLAG,
IRIMPSOC,
IRPYUD5ALC,"The next set of variables are imputation-revised substance use disorder measures for alcohol and drugs and are based on the criteria in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition. Drugs include marijuana, cocaine, heroin, hallucinogens, inhalants, methamphetamine, and the use of prescription psychotherapeutic drugs (i.e., pain relievers, tranquilizers, stimulants, and sedatives). The construction of all SUD variables is described in more detail in the Nicotine Dependence and Substance Use Disorder appendix. NOTE: Respondents who reported past year alcohol use but indicated use of alcohol on 5 or fewer days in the past year were not asked the questions on alcohol use disorder. However, respondents who reported past year alcohol use and had a missing value for the number of days they used alcohol in the past year were asked the questions on alcohol use disorder. Therefore, it is possible for a respondent to have used alcohol on 5 or fewer days in the past year according to IRALCFY but to be classified as having a past year substance use disorder of alcohol."
KETMINMON,
IRIMPSOCM,
IRPYUD5COC,"NOTE: Respondents who reported lifetime but not past year use of cocaine, but were past year users of cocaine according to the variable CONDLREC, were asked the questions on cocaine use disorder. Because the editing and imputation procedures for cocaine recency do not incorporate CONDLREC, it is possible for a respondent to be a lifetime but not a past year user of cocaine according to IRCOCRC, but to be classified as having past year substance use disorder of cocaine. The few respondents who were lifetime but not past year users of cocaine according to IRCOCRC but were missing for CONDLREC were considered past year nonusers."
KETMINREC,How long has it been since you last used Ketamine?
IRIMPWORK,
IRPYUD5HAL,
KETMINYR,
IRINHAL30N,
IRPYUD5HER,"NOTE: Respondents who reported lifetime but not past year use of heroin, but were past year users of heroin according to the variables HRNDLREC, HRSMKREC, or HRSNFREC were asked the questions on heroin use disorder. Because the editing and imputation procedures for heroin recency do not incorporate HRNDLREC, HRSMKREC, or HRSNFREC, it is possible for a respondent to be a lifetime but not a past year user of heroin according to IRHERRC, but to be classified as having past year substance use disorder of heroin. The few respondents who were lifetime but not past year users of heroin according to IRHERRC but were missing for HRNDLREC, HRSMKREC, or HRSNFREC were considered past year nonusers."
KIDNYDSAG,How old were you when your kidney disease was first diagnosed?
IRINHALAGE,
IRPYUD5INH,
KIDNYDSEV,
IRINHALREC,
IRPYUD5MRJ,"NOTE: Respondents who reported past year marijuana use but indicated use of marijuana on 5 or fewer days in the past year were not asked the questions on marijuana use disorder. However, respondents who reported past year marijuana use and had a missing value for the number of days they used marijuana in the past year were asked the questions on marijuana use disorder. Therefore, it is possible for a respondent to have used marijuana on 5 or fewer days in the past year according to IRMJFY but to be classified as having a past year substance use disorder of marijuana."
KRATEVER,"This next question is about kratom, which can come in forms such as powder, pills, or leaf. Have you ever, even once, used kratom?"
IRINHALYFQ,
IRPYUD5MTH,"NOTE: Respondents who reported lifetime but not past year use of methamphetamine, but were past year users of methamphetamine according to the variable METHNDLRC, were asked the questions on methamphetamine use disorder. Because the editing and imputation procedures for methamphetamine recency do not incorporate METHNDLRC, it is possible for a respondent to be a lifetime but not a past year user of methamphetamine according to IRMETHAMREC, but to be classified as having past year substance use disorder of methamphetamine. The few respondents who were lifetime but not past year users of methamphetamine according to IRMETHAMREC but were missing for METHNDLRC were considered past year nonusers."
KRATOMFLAG,
IRINHALYFU,
IRSALVIAREC,
KRATOMMON,
IRINSUR4,"For IRINSUR4, a respondent is classified as having any health insurance (IRINSUR4=1) if they satisfied ANY of the following conditions. (1) Covered by Medicare (IRMEDICR=1) (2) Covered by Medicaid/CHIP (IRMCDCHP=1) (3) Covered by Tricare, Champus, ChampVA, VA, or Military (IRCHMPUS=1) (4) Covered by private insurance (IRPRVHLT=1) (5) Covered by other health insurance (IROTHHLT=1) A respondent is classified as NOT having any health insurance (IRINSUR4=2) if they meet EVERY one of the following conditions (1) Not covered by Medicare (IRMEDICR=2) (2) Not covered by Medicaid/CHIP (IRMCDCHP=2) (3) Not covered by Tricare, Champus, ChampVA, VA, or Military (IRCHMPUS=2) (4) Not covered by private insurance (IRPRVHLT=2) (5) Not covered by other health insurance (IROTHHLT=2) (IRCHMPUS, IRMCDCHP, IRMEDICR, IROTHHLT, IRPRVHLT)"
IRSEDANYREC,
KRATOMYR,
IRKETMINREC,
IRSEDNM30FQ,
KRATREC,How long has it been since you last used kratom?
IRKI17_2,
IRSEDNMAGE,
KSSLR6MAX,"NOTE: The following variable, KSSLR6MAX, is defined to be the higher K6 score between the past month K6 total score (KSSLR6MON) variable, and the K6 total score in the worst month of the past year if the worst month was not the past 30 days (KSSLR6YR) variable."
IRKRATREC,
IRSEDNMINIT,
KSSLR6MON,"NOTE: The following variable, KSSLR6MON, is a score with values ranging from 0 to 24 indicating the level of psychological distress over the past 30 days (past month). This variable is based on imputed data collected from a series of six questions known as the K6, asking adult respondents how frequently they experienced symptoms of psychological distress during the past 30 days. These questions include the following symptoms of distress: feeling nervous (IRDSTNRV30), feeling hopeless (IRDSTHOP30), feeling restless or fidgety (IRDSTRST30), feeling so sad or depressed that nothing could cheer you up (IRDSTCHR30), feeling that everything was an effort (IRDSTEFF30), and feeling down on yourself, no good, or worthless (IRDSTNGD30). For each of the six items listed above, responses of ""all of the time"" were coded 4, ""most of the time"" were coded 3, ""some of the time"" were coded 2, ""a little of the time"" were coded 1, and ""none of the time"" were coded 0. These assigned values were summed across the six items to calculate a total score for KSSLR6MON. Specific details about this variable are provided in the Recoded Mental Health Appendix. (IRDSTCHR30, IRDSTEFF30, IRDSTHOP30, IRDSTNGD30, IRDSTNRV30, IRDSTRST30)"
IRLSDAGE,
IRSEDNMREC,
KSSLR6MONED,"NOTE: The following variable, KSSLR6MONED, is a score with values ranging from 0 to 24 indicating the level of psychological distress over the past 30 days (past month). This variable is based on data collected from a series of six questions known as the K6, asking adult respondents how frequently they experienced symptoms of psychological distress during the past 30 days. These questions include the following symptoms of distress: feeling nervous (DSTNRV30), feeling hopeless (DSTHOP30), feeling restless or fidgety (DSTRST30), feeling so sad or depressed that nothing could cheer you up (DSTCHR30), feeling that everything was an effort (DSTEFF30), and feeling down on yourself, no good, or worthless (DSTNGD30). For each of the six items listed above, responses of ""all of the time"" were coded 4, ""most of the time"" were coded 3, ""some of the time"" were coded 2, ""a little of the time"" were coded 1, and ""none of the time"" were coded 0. These assigned values were summed across the six items to calculate a total score for KSSLR6MONED. Specific details about this variable are provided in the Recoded Mental Health Appendix. (DSTCHR30, DSTEFF30, DSTHOP30, DSTNGD30, DSTNRV30, DSTRST30)"
IRLSDRC,
IRSEDNMYFU,"NOTE: The following four variables pertain to the age and date of first misuse of sedatives. Respondents who were past year initiates (IRSEDNMINIT=1), that is respondents who misused sedatives for the first time in the 12 months prior to the date of the interview, are included in the domain. Respondents who are not past year initiates (IRSEDNMINIT ne 1) receive an appropriate skip code."
