Question_Code,Short_description,Answer_code,Answer_meaning
CTYPERC3,Facility offers non-hospital residential short-term treatment (Q.10a),.,Logical skip
CTYPERC3,Facility offers non-hospital residential short-term treatment (Q.10a),0,No
CTYPERC3,Facility offers non-hospital residential short-term treatment (Q.10a),1,Yes
CTYPERC4,Facility offers non-hospital residential long-term treatment (Q.10a),.,Logical skip
CTYPERC4,Facility offers non-hospital residential long-term treatment (Q.10a),0,No
CTYPERC4,Facility offers non-hospital residential long-term treatment (Q.10a),1,Yes
CTYPE1,Facility offers any outpatient substance abuse service (Q.11),0,No
CTYPE1,Facility offers any outpatient substance abuse service (Q.11),1,Yes
CTYPE6,Facility offers outpatient detoxification (Q.11a),.,Logical skip
CTYPE6,Facility offers outpatient detoxification (Q.11a),0,No
CTYPE6,Facility offers outpatient detoxification (Q.11a),1,Yes
CTYPEML,Facility offers outpatient methadone/buprenorphine maintenance or naltrexone treatment (Q.11a),.,Logical skip
CTYPEML,Facility offers outpatient methadone/buprenorphine maintenance or naltrexone treatment (Q.11a),0,No
CTYPEML,Facility offers outpatient methadone/buprenorphine maintenance or naltrexone treatment (Q.11a),1,Yes
CTYPEOP,Facility offers outpatient day treatment or partial hospitalization (Q.11a),.,Logical skip
CTYPEOP,Facility offers outpatient day treatment or partial hospitalization (Q.11a),0,No
CTYPEOP,Facility offers outpatient day treatment or partial hospitalization (Q.11a),1,Yes
CTYPE2,Facility offers intensive outpatient treatment services (Q.11a),.,Logical skip
CTYPE2,Facility offers intensive outpatient treatment services (Q.11a),0,No
CTYPE2,Facility offers intensive outpatient treatment services (Q.11a),1,Yes
CTYPE3,Facility offers regular outpatient treatment services (Q.11a),.,Logical skip
CTYPE3,Facility offers regular outpatient treatment services (Q.11a),0,No
CTYPE3,Facility offers regular outpatient treatment services (Q.11a),1,Yes
SIGNLANG,Facility provides substance use treatment services in sign language (Q.17),M,Missing
SIGNLANG,Facility provides substance use treatment services in sign language (Q.17),0,No
SIGNLANG,Facility provides substance use treatment services in sign language (Q.17),1,Yes
LANG,Facility provides substance use treatment in a language other than English (Q.18),M,Missing
LANG,Facility provides substance use treatment in a language other than English (Q.18),0,No
LANG,Facility provides substance use treatment in a language other than English (Q.18),1,Yes
LANG1,Staff counselors provide substance use treatment in Hopi (Q.18b),.,Logical skip
LANG1,Staff counselors provide substance use treatment in Hopi (Q.18b),M,Missing
LANG1,Staff counselors provide substance use treatment in Hopi (Q.18b),0,No
LANG1,Staff counselors provide substance use treatment in Hopi (Q.18b),1,Yes
LANG2,Staff counselors provide substance use treatment in Lakota (Q.18b),.,Logical skip
LANG2,Staff counselors provide substance use treatment in Lakota (Q.18b),M,Missing
LANG2,Staff counselors provide substance use treatment in Lakota (Q.18b),0,No
LANG2,Staff counselors provide substance use treatment in Lakota (Q.18b),1,Yes
LANG3,Staff counselors provide substance use treatment in Navajo (Q.18b),.,Logical skip
LANG3,Staff counselors provide substance use treatment in Navajo (Q.18b),M,Missing
LANG3,Staff counselors provide substance use treatment in Navajo (Q.18b),0,No
LANG3,Staff counselors provide substance use treatment in Navajo (Q.18b),1,Yes
LANG4,Staff counselors provide substance use treatment in Yupik (Q.18b),.,Logical skip
LANG4,Staff counselors provide substance use treatment in Yupik (Q.18b),M,Missing
LANG4,Staff counselors provide substance use treatment in Yupik (Q.18b),0,No
LANG4,Staff counselors provide substance use treatment in Yupik (Q.18b),1,Yes
LANG5,Staff counselors provide substance use treatment in other American Indian or Alaska Native language (Q.18b),.,Logical skip
LANG5,Staff counselors provide substance use treatment in other American Indian or Alaska Native language (Q.18b),M,Missing
LANG5,Staff counselors provide substance use treatment in other American Indian or Alaska Native language (Q.18b),0,No
LANG5,Staff counselors provide substance use treatment in other American Indian or Alaska Native language (Q.18b),1,Yes
LANG6,Staff counselors provide substance use treatment in Arabic (Q.18b),.,Logical skip
LANG6,Staff counselors provide substance use treatment in Arabic (Q.18b),M,Missing
LANG6,Staff counselors provide substance use treatment in Arabic (Q.18b),0,No
LANG6,Staff counselors provide substance use treatment in Arabic (Q.18b),1,Yes
LANG7,Staff counselors provide substance use treatment in any Chinese language (Q.18b),.,Logical skip
LANG7,Staff counselors provide substance use treatment in any Chinese language (Q.18b),M,Missing
LANG7,Staff counselors provide substance use treatment in any Chinese language (Q.18b),0,No
LANG7,Staff counselors provide substance use treatment in any Chinese language (Q.18b),1,Yes
LANG8,Staff counselors provide substance use treatment in Creole (Q.18b),.,Logical skip
LANG8,Staff counselors provide substance use treatment in Creole (Q.18b),M,Missing
LANG8,Staff counselors provide substance use treatment in Creole (Q.18b),0,No
LANG8,Staff counselors provide substance use treatment in Creole (Q.18b),1,Yes
LANG9,Staff counselors provide substance use treatment in French (Q.18b),.,Logical skip
LANG9,Staff counselors provide substance use treatment in French (Q.18b),M,Missing
LANG9,Staff counselors provide substance use treatment in French (Q.18b),0,No
LANG9,Staff counselors provide substance use treatment in French (Q.18b),1,Yes
LANG10,Staff counselors provide substance use treatment in German (Q.18b),.,Logical skip
LANG10,Staff counselors provide substance use treatment in German (Q.18b),M,Missing
LANG10,Staff counselors provide substance use treatment in German (Q.18b),0,No
LANG10,Staff counselors provide substance use treatment in German (Q.18b),1,Yes
LANG11,Staff counselors provide substance use treatment in Hmong (Q.18b),.,Logical skip
LANG11,Staff counselors provide substance use treatment in Hmong (Q.18b),M,Missing
LANG11,Staff counselors provide substance use treatment in Hmong (Q.18b),0,No
LANG11,Staff counselors provide substance use treatment in Hmong (Q.18b),1,Yes
LANG12,Staff counselors provide substance use treatment in Korean (Q.18b),.,Logical skip
LANG12,Staff counselors provide substance use treatment in Korean (Q.18b),M,Missing
LANG12,Staff counselors provide substance use treatment in Korean (Q.18b),0,No
LANG12,Staff counselors provide substance use treatment in Korean (Q.18b),1,Yes
LANG13,Staff counselors provide substance use treatment in Polish (Q.18b),.,Logical skip
LANG13,Staff counselors provide substance use treatment in Polish (Q.18b),M,Missing
LANG13,Staff counselors provide substance use treatment in Polish (Q.18b),0,No
LANG13,Staff counselors provide substance use treatment in Polish (Q.18b),1,Yes
LANG14,Staff counselors provide substance use treatment in Portuguese (Q.18b),.,Logical skip
LANG14,Staff counselors provide substance use treatment in Portuguese (Q.18b),M,Missing
LANG14,Staff counselors provide substance use treatment in Portuguese (Q.18b),0,No
LANG14,Staff counselors provide substance use treatment in Portuguese (Q.18b),1,Yes
LANG15,Staff counselors provide substance use treatment in Russian (Q.18b),.,Logical skip
LANG15,Staff counselors provide substance use treatment in Russian (Q.18b),M,Missing
LANG15,Staff counselors provide substance use treatment in Russian (Q.18b),0,No
LANG15,Staff counselors provide substance use treatment in Russian (Q.18b),1,Yes
LANG16,Staff counselors provide substance use treatment in Spanish (Q.18a1),.,Logical skip
LANG16,Staff counselors provide substance use treatment in Spanish (Q.18a1),M,Missing
LANG16,Staff counselors provide substance use treatment in Spanish (Q.18a1),0,No
LANG16,Staff counselors provide substance use treatment in Spanish (Q.18a1),1,Yes
LANG17,Staff counselors provide substance use treatment in Vietnamese (Q.18b),.,Logical skip
LANG17,Staff counselors provide substance use treatment in Vietnamese (Q.18b),M,Missing
LANG17,Staff counselors provide substance use treatment in Vietnamese (Q.18b),0,No
LANG17,Staff counselors provide substance use treatment in Vietnamese (Q.18b),1,Yes
LANG18,Staff counselors provide substance use treatment in any other language (Q.18b),.,Logical skip
LANG18,Staff counselors provide substance use treatment in any other language (Q.18b),M,Missing
LANG18,Staff counselors provide substance use treatment in any other language (Q.18b),0,No
LANG18,Staff counselors provide substance use treatment in any other language (Q.18b),1,Yes
LANG19,Staff counselors provide substance use treatment in Italian (Q.18b),.,Logical skip
LANG19,Staff counselors provide substance use treatment in Italian (Q.18b),M,Missing
LANG19,Staff counselors provide substance use treatment in Italian (Q.18b),0,No
LANG19,Staff counselors provide substance use treatment in Italian (Q.18b),1,Yes
LANG20,Staff counselors provide substance use treatment in Tagalog (Q.18b),.,Logical skip
LANG20,Staff counselors provide substance use treatment in Tagalog (Q.18b),M,Missing
LANG20,Staff counselors provide substance use treatment in Tagalog (Q.18b),0,No
LANG20,Staff counselors provide substance use treatment in Tagalog (Q.18b),1,Yes
LANG21,Staff counselors provide substance use treatment in Ojibwa (Q.18b),.,Logical skip
LANG21,Staff counselors provide substance use treatment in Ojibwa (Q.18b),M,Missing
LANG21,Staff counselors provide substance use treatment in Ojibwa (Q.18b),0,No
LANG21,Staff counselors provide substance use treatment in Ojibwa (Q.18b),1,Yes
LANG22,Staff counselors provide substance use treatment in Greek (Q.18b),.,Logical skip
LANG22,Staff counselors provide substance use treatment in Greek (Q.18b),M,Missing
LANG22,Staff counselors provide substance use treatment in Greek (Q.18b),0,No
LANG22,Staff counselors provide substance use treatment in Greek (Q.18b),1,Yes
LANG23,Staff counselors provide substance use treatment in Japanese (Q.18b),.,Logical skip
LANG23,Staff counselors provide substance use treatment in Japanese (Q.18b),M,Missing
LANG23,Staff counselors provide substance use treatment in Japanese (Q.18b),0,No
LANG23,Staff counselors provide substance use treatment in Japanese (Q.18b),1,Yes
LANG24,Staff counselors provide substance use treatment in Farsi (Q.18b),.,Logical skip
LANG24,Staff counselors provide substance use treatment in Farsi (Q.18b),M,Missing
LANG24,Staff counselors provide substance use treatment in Farsi (Q.18b),0,No
LANG24,Staff counselors provide substance use treatment in Farsi (Q.18b),1,Yes
LANG25,Staff counselors provide substance use treatment in Hebrew (Q.18b),.,Logical skip
LANG25,Staff counselors provide substance use treatment in Hebrew (Q.18b),M,Missing
LANG25,Staff counselors provide substance use treatment in Hebrew (Q.18b),0,No
LANG25,Staff counselors provide substance use treatment in Hebrew (Q.18b),1,Yes
LANG26,Staff counselors provide substance use treatment in Hindi (Q.18b),.,Logical skip
LANG26,Staff counselors provide substance use treatment in Hindi (Q.18b),M,Missing
LANG26,Staff counselors provide substance use treatment in Hindi (Q.18b),0,No
LANG26,Staff counselors provide substance use treatment in Hindi (Q.18b),1,Yes
SACOUN,Facility frequently uses substance abuse counseling (Q.15),M,Missing
SACOUN,Facility frequently uses substance abuse counseling (Q.15),0,No
SACOUN,Facility frequently uses substance abuse counseling (Q.15),1,Yes
_12STEP,Facility frequently uses 12-step facilitation (Q.15),M,Missing
_12STEP,Facility frequently uses 12-step facilitation (Q.15),0,No
_12STEP,Facility frequently uses 12-step facilitation (Q.15),1,Yes
BRIEF,Facility frequently uses brief intervention (Q.15),M,Missing
BRIEF,Facility frequently uses brief intervention (Q.15),0,No
BRIEF,Facility frequently uses brief intervention (Q.15),1,Yes
COGBT,Facility frequently uses cognitive behavioral therapy (Q.15),M,Missing
COGBT,Facility frequently uses cognitive behavioral therapy (Q.15),0,No
COGBT,Facility frequently uses cognitive behavioral therapy (Q.15),1,Yes
DIALBT,Facility frequently uses dialectical behavior therapy (Q.15),M,Missing
DIALBT,Facility frequently uses dialectical behavior therapy (Q.15),0,No
DIALBT,Facility frequently uses dialectical behavior therapy (Q.15),1,Yes
CONMGMT,Facility frequently uses contingency management (Q.15),M,Missing
CONMGMT,Facility frequently uses contingency management (Q.15),0,No
CONMGMT,Facility frequently uses contingency management (Q.15),1,Yes
MOTIVATE,Facility frequently uses motivational interviewing (Q.15),M,Missing
MOTIVATE,Facility frequently uses motivational interviewing (Q.15),0,No
MOTIVATE,Facility frequently uses motivational interviewing (Q.15),1,Yes
TRAUMAC,Facility frequently uses trauma-related counseling (Q.15),M,Missing
TRAUMAC,Facility frequently uses trauma-related counseling (Q.15),0,No
TRAUMAC,Facility frequently uses trauma-related counseling (Q.15),1,Yes
ANGERM,Facility frequently uses anger management (Q.15),M,Missing
ANGERM,Facility frequently uses anger management (Q.15),0,No
ANGERM,Facility frequently uses anger management (Q.15),1,Yes
MATRIXM,Facility frequently uses Matrix Model (Q.15),M,Missing
MATRIXM,Facility frequently uses Matrix Model (Q.15),0,No
MATRIXM,Facility frequently uses Matrix Model (Q.15),1,Yes
CRVOUCHER,Facility frequently uses community reinforcement plus vouchers (Q.15),M,Missing
CRVOUCHER,Facility frequently uses community reinforcement plus vouchers (Q.15),0,No
CRVOUCHER,Facility frequently uses community reinforcement plus vouchers (Q.15),1,Yes
REBTHER,Facility frequently uses rational emotive behavioral therapy (Q.15),M,Missing
REBTHER,Facility frequently uses rational emotive behavioral therapy (Q.15),0,No
REBTHER,Facility frequently uses rational emotive behavioral therapy (Q.15),1,Yes
RELPREV,Facility frequently uses relapse prevention (Q.15),M,Missing
RELPREV,Facility frequently uses relapse prevention (Q.15),0,No
RELPREV,Facility frequently uses relapse prevention (Q.15),1,Yes
TELEMED,Facility frequently uses telemedicine/telehealth therapy (Q.15),M,Missing
TELEMED,Facility frequently uses telemedicine/telehealth therapy (Q.15),0,No
TELEMED,Facility frequently uses telemedicine/telehealth therapy (Q.15),1,Yes
APPRCHOTH,Facility frequently uses other treatment approaches (Q.15),0,No
APPRCHOTH,Facility frequently uses other treatment approaches (Q.15),1,Yes
NOAPPRCH,Facility uses no clinical/therapeutic approaches (Q.15),M,Missing
NOAPPRCH,Facility uses no clinical/therapeutic approaches (Q.15),0,No
NOAPPRCH,Facility uses no clinical/therapeutic approaches (Q.15),1,Yes
DUI_DWI,Facility offers a specially designed program for DUI/DWI or other drunk driver offenders (Q.16),M,Missing
DUI_DWI,Facility offers a specially designed program for DUI/DWI or other drunk driver offenders (Q.16),0,No
DUI_DWI,Facility offers a specially designed program for DUI/DWI or other drunk driver offenders (Q.16),1,Yes
ONLYDUI,Facility serves only DUI/DWI clients (Q.16a),.,Logical skip
ONLYDUI,Facility serves only DUI/DWI clients (Q.16a),M,Missing
ONLYDUI,Facility serves only DUI/DWI clients (Q.16a),0,No
ONLYDUI,Facility serves only DUI/DWI clients (Q.16a),1,Yes
ONLYOUD,Facility serves only opioid use disorder clients (Q.13b),.,Logical skip
ONLYOUD,Facility serves only opioid use disorder clients (Q.13b),M,Missing
ONLYOUD,Facility serves only opioid use disorder clients (Q.13b),0,No
ONLYOUD,Facility serves only opioid use disorder clients (Q.13b),1,Yes
OPIOIDDETOX,Facility provides detoxification from opioids of abuse with methadone or buprenorphine for treating opioid use disorder,.,Logical skip
OPIOIDDETOX,Facility provides detoxification from opioids of abuse with methadone or buprenorphine for treating opioid use disorder,M,Missing
OPIOIDDETOX,Facility provides detoxification from opioids of abuse with methadone or buprenorphine for treating opioid use disorder,0,No
OPIOIDDETOX,Facility provides detoxification from opioids of abuse with methadone or buprenorphine for treating opioid use disorder,1,Yes
OPIOIDDLOFE,Facility provides detoxification from opioids of abuse with lofexidine or clonidine for treating opioid use disorder (Q.13c),.,Logical skip
OPIOIDDLOFE,Facility provides detoxification from opioids of abuse with lofexidine or clonidine for treating opioid use disorder (Q.13c),M,Missing
OPIOIDDLOFE,Facility provides detoxification from opioids of abuse with lofexidine or clonidine for treating opioid use disorder (Q.13c),0,No
OPIOIDDLOFE,Facility provides detoxification from opioids of abuse with lofexidine or clonidine for treating opioid use disorder (Q.13c),1,Yes
OPIOIDMAINT,Facility provides maintenance with methadone or buprenorphine for treating opioid use disorder (Q.13c),.,Logical skip
OPIOIDMAINT,Facility provides maintenance with methadone or buprenorphine for treating opioid use disorder (Q.13c),M,Missing
OPIOIDMAINT,Facility provides maintenance with methadone or buprenorphine for treating opioid use disorder (Q.13c),0,No
OPIOIDMAINT,Facility provides maintenance with methadone or buprenorphine for treating opioid use disorder (Q.13c),1,Yes
OPIOIDNAL,Facility provides relapse prevention with naltrexone for treating opioid use disorder (Q.13c),.,Logical skip
OPIOIDNAL,Facility provides relapse prevention with naltrexone for treating opioid use disorder (Q.13c),M,Missing
OPIOIDNAL,Facility provides relapse prevention with naltrexone for treating opioid use disorder (Q.13c),0,No
OPIOIDNAL,Facility provides relapse prevention with naltrexone for treating opioid use disorder (Q.13c),1,Yes
OPIOIDOTH,Facility provides other medication services for treating opioid use disorder (Q.13c),.,Logical skip
OPIOIDOTH,Facility provides other medication services for treating opioid use disorder (Q.13c),0,No
OPIOIDOTH,Facility provides other medication services for treating opioid use disorder (Q.13c),1,Yes
OPIOIDWDRAW,Facility provides maintenance services with medically supervised withdrawal (or taper) after a period of stabilization for treating opioid use disorder (Q.13c),.,Logical skip
OPIOIDWDRAW,Facility provides maintenance services with medically supervised withdrawal (or taper) after a period of stabilization for treating opioid use disorder (Q.13c),M,Missing
OPIOIDWDRAW,Facility provides maintenance services with medically supervised withdrawal (or taper) after a period of stabilization for treating opioid use disorder (Q.13c),0,No
OPIOIDWDRAW,Facility provides maintenance services with medically supervised withdrawal (or taper) after a period of stabilization for treating opioid use disorder (Q.13c),1,Yes
FEESCALE,Facility uses a sliding fee scale (Q.20),.,Logical skip
FEESCALE,Facility uses a sliding fee scale (Q.20),M,Missing
FEESCALE,Facility uses a sliding fee scale (Q.20),0,No
FEESCALE,Facility uses a sliding fee scale (Q.20),1,Yes
PAYASST,Facility offers treatment at no charge or minimal payment to clients who cannot afford to pay (Q.21),.,Logical skip
PAYASST,Facility offers treatment at no charge or minimal payment to clients who cannot afford to pay (Q.21),M,Missing
PAYASST,Facility offers treatment at no charge or minimal payment to clients who cannot afford to pay (Q.21),0,No
PAYASST,Facility offers treatment at no charge or minimal payment to clients who cannot afford to pay (Q.21),1,Yes
EARMARK,"Facility receives funding or grants from the federal government, or state, county, or local governments, to support its substance use treatment programs (Q.22)",D,Don't know
EARMARK,"Facility receives funding or grants from the federal government, or state, county, or local governments, to support its substance use treatment programs (Q.22)",M,Missing
EARMARK,"Facility receives funding or grants from the federal government, or state, county, or local governments, to support its substance use treatment programs (Q.22)",0,No
EARMARK,"Facility receives funding or grants from the federal government, or state, county, or local governments, to support its substance use treatment programs (Q.22)",1,Yes
REVCHK1,Accepts cash or self-payment for substance use treatment (Q.23),M,Missing
REVCHK1,Accepts cash or self-payment for substance use treatment (Q.23),0,No
REVCHK1,Accepts cash or self-payment for substance use treatment (Q.23),1,Yes
REVCHK2,Accepts private health insurance as source of payment for substance use treatment (Q.23),M,Missing
REVCHK2,Accepts private health insurance as source of payment for substance use treatment (Q.23),0,No
REVCHK2,Accepts private health insurance as source of payment for substance use treatment (Q.23),1,Yes
REVCHK3,Substance use treatment is free for all clients (Q.23),M,Missing
REVCHK3,Substance use treatment is free for all clients (Q.23),0,No
REVCHK3,Substance use treatment is free for all clients (Q.23),1,Yes
REVCHK5,Accepts Medicaid as source of payment for substance use treatment (Q.23),M,Missing
REVCHK5,Accepts Medicaid as source of payment for substance use treatment (Q.23),0,No
REVCHK5,Accepts Medicaid as source of payment for substance use treatment (Q.23),1,Yes
REVCHK8,Accepts Medicare as source of payment for substance use treatment (Q.23),M,Missing
REVCHK8,Accepts Medicare as source of payment for substance use treatment (Q.23),0,No
REVCHK8,Accepts Medicare as source of payment for substance use treatment (Q.23),1,Yes
REVCHK10,Accepts state-financed health insurance plan other than Medicaid as source of payment for substance use treatment (Q.23),M,Missing
REVCHK10,Accepts state-financed health insurance plan other than Medicaid as source of payment for substance use treatment (Q.23),0,No
REVCHK10,Accepts state-financed health insurance plan other than Medicaid as source of payment for substance use treatment (Q.23),1,Yes
REVCHK15,Accepts federal military insurance (such as TRICARE) as source of payment for substance use treatment (Q.23),M,Missing
REVCHK15,Accepts federal military insurance (such as TRICARE) as source of payment for substance use treatment (Q.23),0,No
REVCHK15,Accepts federal military insurance (such as TRICARE) as source of payment for substance use treatment (Q.23),1,Yes
REVCHK17,Accepts IHS/Tribal/Urban (ITU) funds as source of payment for substance use treatment (Q.23),M,Missing
REVCHK17,Accepts IHS/Tribal/Urban (ITU) funds as source of payment for substance use treatment (Q.23),0,No
REVCHK17,Accepts IHS/Tribal/Urban (ITU) funds as source of payment for substance use treatment (Q.23),1,Yes
ACCRED,"Facility is licensed, certified, or accredited to provide substance abuse services by any of the organizations referenced (Q.27)",V,Logical skip/missing/unknown/incomplete/not applicable
ACCRED,"Facility is licensed, certified, or accredited to provide substance abuse services by any of the organizations referenced (Q.27)",0,"Not licensed, certified, or accredited by any of these organizations"
ACCRED,"Facility is licensed, certified, or accredited to provide substance abuse services by any of the organizations referenced (Q.27)",1,"Licensed, certified, or accredited by any of these organizations"
LICEN,Facility is licensed by hospital licensing authority or state authority (Q.27),V,Logical skip/missing/unknown/incomplete/not applicable
LICEN,Facility is licensed by hospital licensing authority or state authority (Q.27),0,"Not licensed, certified, or accredited by any of these organizations"
LICEN,Facility is licensed by hospital licensing authority or state authority (Q.27),1,"Licensed, certified, or accredited by any of these organizations"
LICENHOS,Facility is licensed by hospital licensing authority (Q.27),M,Missing
LICENHOS,Facility is licensed by hospital licensing authority (Q.27),0,No
LICENHOS,Facility is licensed by hospital licensing authority (Q.27),1,Yes
LICENMH,Facility is licensed by state mental health department (Q.27),M,Missing
LICENMH,Facility is licensed by state mental health department (Q.27),0,No
LICENMH,Facility is licensed by state mental health department (Q.27),1,Yes
LICENPH,Facility is licensed by state department of health (Q.27),M,Missing
LICENPH,Facility is licensed by state department of health (Q.27),0,No
LICENPH,Facility is licensed by state department of health (Q.27),1,Yes
LICENSED,Facility is licensed by state substance abuse agency (Q.27),M,Missing
LICENSED,Facility is licensed by state substance abuse agency (Q.27),0,No
LICENSED,Facility is licensed by state substance abuse agency (Q.27),1,Yes
JCAHO,Facility has Joint Commission accreditation (Q.27),M,Missing
JCAHO,Facility has Joint Commission accreditation (Q.27),0,No
JCAHO,Facility has Joint Commission accreditation (Q.27),1,Yes
CARF,Facility is Commission on Accreditation of Rehabilitation Facilities (CARF)-accredited (Q.27),M,Missing
CARF,Facility is Commission on Accreditation of Rehabilitation Facilities (CARF)-accredited (Q.27),0,No
CARF,Facility is Commission on Accreditation of Rehabilitation Facilities (CARF)-accredited (Q.27),1,Yes
NCQA,Facility is National Committee for Quality Assurance (NCQA)-accredited (Q.27),M,Missing
NCQA,Facility is National Committee for Quality Assurance (NCQA)-accredited (Q.27),0,No
NCQA,Facility is National Committee for Quality Assurance (NCQA)-accredited (Q.27),1,Yes
COA,Facility is Council on Accreditation (COA)-accredited (Q.27),M,Missing
COA,Facility is Council on Accreditation (COA)-accredited (Q.27),0,No
COA,Facility is Council on Accreditation (COA)-accredited (Q.27),1,Yes
HFAP,Facility is accredited by Healthcare Facilities Accreditation Program (HFAP) (Q.27),M,Missing
HFAP,Facility is accredited by Healthcare Facilities Accreditation Program (HFAP) (Q.27),0,No
HFAP,Facility is accredited by Healthcare Facilities Accreditation Program (HFAP) (Q.27),1,Yes
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),.,Logical skip
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),M,Missing
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),N,Not applicable
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),1,0-10
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),2,11-20
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),3,21-25
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),4,26-40
A_PCT,Percent of clients treated for only alcohol abuse (Q.34),5,41+
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),.,Logical skip
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),M,Missing
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),N,Not applicable
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),1,0-25
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),2,26-45
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),3,46-60
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),4,61-80
B_PCT,Percent of clients treated for both alcohol/drug abuse (Q.34),5,81+
D_PCT,Percent of clients treated for only drug abuse (Q.34),.,Logical skip
D_PCT,Percent of clients treated for only drug abuse (Q.34),M,Missing
D_PCT,Percent of clients treated for only drug abuse (Q.34),N,Not applicable
D_PCT,Percent of clients treated for only drug abuse (Q.34),1,0-10
D_PCT,Percent of clients treated for only drug abuse (Q.34),2,11-20
D_PCT,Percent of clients treated for only drug abuse (Q.34),3,21-30
D_PCT,Percent of clients treated for only drug abuse (Q.34),4,31-60
D_PCT,Percent of clients treated for only drug abuse (Q.34),5,61+
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",.,Logical skip
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",1,0 - 2
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",2,3
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",3,4 - 5
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",4,6 - 10
HIBUPNUM,"Hospital inpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.31c)",5,11 <+
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",.,Logical skip
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",1,0 - 3
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",2,4 - 6
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",3,7 - 10
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",4,11 - 20
HIMATNUM,"Hospital inpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.31c)",5,21+
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",.,Logical skip
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",1,0 - 2
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",2,3 - 5
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",3,6 - 9
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",4,10 - 18
HIMETNUM,"Hospital inpatient clients, methadone dispensed for opioid use disorder (Q.31c)",5,19+
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",.,Logical skip
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",1,0 - 1
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",2,2
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",3,3
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",4,4 - 6
HIVIVNUM,"Hospital inpatient clients, naltrexone administered for opioid use disorder (Q.31c)",5,7+
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",.,Logical skip
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",M,Missing
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",1,0 - 4
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",2,5 - 10
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",3,11 -22
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",4,23 - 54
OPBUPNUM,"Outpatient clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.33c)",5,55+
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",.,Logical skip
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",1,0 - 119
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",2,120 - 203
