Question_Code,Short_description,Answer_code,Answer_meaning,Long_description
ASENA_NO,"Asenapine, not used at this facility (Q.B7a)",1,Yes,
ASENA_NO,"Asenapine, not used at this facility (Q.B7a)",L,Logical Skip,
ASENA_NO,"Asenapine, not used at this facility (Q.B7a)",M,Missing Data,
ASENA_ORAL,"Asenapine, oral (Q.B7a)",0,No,
ASENA_ORAL,"Asenapine, oral (Q.B7a)",1,Yes,
ASENA_ORAL,"Asenapine, oral (Q.B7a)",L,Logical Skip,
ASENA_ORAL,"Asenapine, oral (Q.B7a)",M,Missing Data,
ASENA_TOP,"Asenapine, topical (Q.B7a)",0,No,
ASENA_TOP,"Asenapine, topical (Q.B7a)",1,Yes,
ASENA_TOP,"Asenapine, topical (Q.B7a)",L,Logical Skip,
ASENA_TOP,"Asenapine, topical (Q.B7a)",M,Missing Data,
ASENA_DK,"Asenapine, do not know the mode of administration (Q.B7a)",0,No,
ASENA_DK,"Asenapine, do not know the mode of administration (Q.B7a)",1,Yes,
ASENA_DK,"Asenapine, do not know the mode of administration (Q.B7a)",L,Logical Skip,
ASENA_DK,"Asenapine, do not know the mode of administration (Q.B7a)",M,Missing Data,
BREXP_NO,"Brexpiprazole, not used at this facility (Q.B7a)",0,No,
BREXP_NO,"Brexpiprazole, not used at this facility (Q.B7a)",1,Yes,
BREXP_NO,"Brexpiprazole, not used at this facility (Q.B7a)",L,Logical Skip,
BREXP_NO,"Brexpiprazole, not used at this facility (Q.B7a)",M,Missing Data,
BREXP_ORAL,"Brexpiprazole, oral (Q.B7a)",0,No,
BREXP_ORAL,"Brexpiprazole, oral (Q.B7a)",1,Yes,
BREXP_ORAL,"Brexpiprazole, oral (Q.B7a)",L,Logical Skip,
BREXP_ORAL,"Brexpiprazole, oral (Q.B7a)",M,Missing Data,
BREXP_DK,"Brexpiprazole, do not know the mode of administration (Q.B7a)",0,No,
BREXP_DK,"Brexpiprazole, do not know the mode of administration (Q.B7a)",1,Yes,
BREXP_DK,"Brexpiprazole, do not know the mode of administration (Q.B7a)",L,Logical Skip,
BREXP_DK,"Brexpiprazole, do not know the mode of administration (Q.B7a)",M,Missing Data,
CARIP_NO,"Cariprazine, not used at this facility (Q.B7a)",0,No,
CARIP_NO,"Cariprazine, not used at this facility (Q.B7a)",1,Yes,
CARIP_NO,"Cariprazine, not used at this facility (Q.B7a)",L,Logical Skip,
CARIP_NO,"Cariprazine, not used at this facility (Q.B7a)",M,Missing Data,
CARIP_ORAL,"Cariprazine, oral (Q.B7a)",0,No,
CARIP_ORAL,"Cariprazine, oral (Q.B7a)",1,Yes,
CARIP_ORAL,"Cariprazine, oral (Q.B7a)",L,Logical Skip,
CARIP_ORAL,"Cariprazine, oral (Q.B7a)",M,Missing Data,
CARIP_DK,"Cariprazine, do not know the mode of administration (Q.B7a)",0,No,
CARIP_DK,"Cariprazine, do not know the mode of administration (Q.B7a)",1,Yes,
CARIP_DK,"Cariprazine, do not know the mode of administration (Q.B7a)",L,Logical Skip,
CARIP_DK,"Cariprazine, do not know the mode of administration (Q.B7a)",M,Missing Data,
CLOZA_NO,"Clozapine, not used at this facility (Q.B7a)",0,No,
CLOZA_NO,"Clozapine, not used at this facility (Q.B7a)",1,Yes,
CLOZA_NO,"Clozapine, not used at this facility (Q.B7a)",L,Logical Skip,
CLOZA_NO,"Clozapine, not used at this facility (Q.B7a)",M,Missing Data,
CLOZA_ORAL,"Clozapine, oral (Q.B7a)",0,No,
CLOZA_ORAL,"Clozapine, oral (Q.B7a)",1,Yes,
CLOZA_ORAL,"Clozapine, oral (Q.B7a)",L,Logical Skip,
CLOZA_ORAL,"Clozapine, oral (Q.B7a)",M,Missing Data,
CLOZA_DK,"Clozapine, do not know the mode of administration (Q.B7a)",0,No,
CLOZA_DK,"Clozapine, do not know the mode of administration (Q.B7a)",1,Yes,
CLOZA_DK,"Clozapine, do not know the mode of administration (Q.B7a)",L,Logical Skip,
CLOZA_DK,"Clozapine, do not know the mode of administration (Q.B7a)",M,Missing Data,
ILOPE_NO,"IIoperidone, not used at this facility (Q.B7a)",0,No,
ILOPE_NO,"IIoperidone, not used at this facility (Q.B7a)",1,Yes,
ILOPE_NO,"IIoperidone, not used at this facility (Q.B7a)",L,Logical Skip,
ILOPE_NO,"IIoperidone, not used at this facility (Q.B7a)",M,Missing Data,
ILOPE_ORAL,"IIoperidone, oral (Q.B7a)",0,No,
ILOPE_ORAL,"IIoperidone, oral (Q.B7a)",1,Yes,
ILOPE_ORAL,"IIoperidone, oral (Q.B7a)",L,Logical Skip,
ILOPE_ORAL,"IIoperidone, oral (Q.B7a)",M,Missing Data,
ILOPE_DK,"IIoperidone, do not know the mode of administration (Q.B7a)",0,No,
ILOPE_DK,"IIoperidone, do not know the mode of administration (Q.B7a)",1,Yes,
ILOPE_DK,"IIoperidone, do not know the mode of administration (Q.B7a)",L,Logical Skip,
ILOPE_DK,"IIoperidone, do not know the mode of administration (Q.B7a)",M,Missing Data,
LURAS_NO,"Lurasidone, not used at this facility (Q.B7a)",0,No,
LURAS_NO,"Lurasidone, not used at this facility (Q.B7a)",1,Yes,
LURAS_NO,"Lurasidone, not used at this facility (Q.B7a)",L,Logical Skip,
LURAS_NO,"Lurasidone, not used at this facility (Q.B7a)",M,Missing Data,
LURAS_ORAL,"Lurasidone, oral (Q.B7a)",0,No,
LURAS_ORAL,"Lurasidone, oral (Q.B7a)",1,Yes,
LURAS_ORAL,"Lurasidone, oral (Q.B7a)",L,Logical Skip,
LURAS_ORAL,"Lurasidone, oral (Q.B7a)",M,Missing Data,
LURAS_DK,"Lurasidone, do not know the mode of administration (Q.B7a)",0,No,
LURAS_DK,"Lurasidone, do not know the mode of administration (Q.B7a)",1,Yes,
LURAS_DK,"Lurasidone, do not know the mode of administration (Q.B7a)",L,Logical Skip,
LURAS_DK,"Lurasidone, do not know the mode of administration (Q.B7a)",M,Missing Data,
OLANZ_NO,"Olanzapine, not used at this facility (Q.B7a)",0,No,
OLANZ_NO,"Olanzapine, not used at this facility (Q.B7a)",1,Yes,
OLANZ_NO,"Olanzapine, not used at this facility (Q.B7a)",L,Logical Skip,
OLANZ_NO,"Olanzapine, not used at this facility (Q.B7a)",M,Missing Data,
OLANZ_ORAL,"Olanzapine, oral (Q.B7a)",0,No,
OLANZ_ORAL,"Olanzapine, oral (Q.B7a)",1,Yes,
OLANZ_ORAL,"Olanzapine, oral (Q.B7a)",L,Logical Skip,
OLANZ_ORAL,"Olanzapine, oral (Q.B7a)",M,Missing Data,
OLANZ_INJ,"Olanzapine, injectable (Q.B7a)",0,No,
OLANZ_INJ,"Olanzapine, injectable (Q.B7a)",1,Yes,
OLANZ_INJ,"Olanzapine, injectable (Q.B7a)",L,Logical Skip,
OLANZ_INJ,"Olanzapine, injectable (Q.B7a)",M,Missing Data,
OLANZ_LAI,"Olanzapine, long-acting injectable (Q.B7a)",0,No,
OLANZ_LAI,"Olanzapine, long-acting injectable (Q.B7a)",1,Yes,
OLANZ_LAI,"Olanzapine, long-acting injectable (Q.B7a)",L,Logical Skip,
OLANZ_LAI,"Olanzapine, long-acting injectable (Q.B7a)",M,Missing Data,
OLANZ_DK,"Olanzapine, do not know the mode of administration (Q.B7a)",0,No,
OLANZ_DK,"Olanzapine, do not know the mode of administration (Q.B7a)",1,Yes,
OLANZ_DK,"Olanzapine, do not know the mode of administration (Q.B7a)",L,Logical Skip,
OLANZ_DK,"Olanzapine, do not know the mode of administration (Q.B7a)",M,Missing Data,
OLANZFLU_NO,"Olanzapine/Fluoxetine combination, not used at this facility (Q.B7a)",0,No,
OLANZFLU_NO,"Olanzapine/Fluoxetine combination, not used at this facility (Q.B7a)",1,Yes,
OLANZFLU_NO,"Olanzapine/Fluoxetine combination, not used at this facility (Q.B7a)",L,Logical Skip,
OLANZFLU_NO,"Olanzapine/Fluoxetine combination, not used at this facility (Q.B7a)",M,Missing Data,
OLANZFLU_ORAL,"Olanzapine/Fluoxetine combination, oral (Q.B7a)",0,No,
OLANZFLU_ORAL,"Olanzapine/Fluoxetine combination, oral (Q.B7a)",1,Yes,
OLANZFLU_ORAL,"Olanzapine/Fluoxetine combination, oral (Q.B7a)",L,Logical Skip,
OLANZFLU_ORAL,"Olanzapine/Fluoxetine combination, oral (Q.B7a)",M,Missing Data,
OLANZFLU_DK,"Olanzapine/Fluoxetine combination, do not know the mode of administration (Q.B7a)",0,No,
OLANZFLU_DK,"Olanzapine/Fluoxetine combination, do not know the mode of administration (Q.B7a)",1,Yes,
OLANZFLU_DK,"Olanzapine/Fluoxetine combination, do not know the mode of administration (Q.B7a)",L,Logical Skip,
OLANZFLU_DK,"Olanzapine/Fluoxetine combination, do not know the mode of administration (Q.B7a)",M,Missing Data,
PALIP_NO,"Paliperidone, not used at this facility (Q.B7a)",0,No,
PALIP_NO,"Paliperidone, not used at this facility (Q.B7a)",1,Yes,
PALIP_NO,"Paliperidone, not used at this facility (Q.B7a)",L,Logical Skip,
PALIP_NO,"Paliperidone, not used at this facility (Q.B7a)",M,Missing Data,
PALIP_ORAL,"Paliperidone, oral (Q.B7a)",0,No,
PALIP_ORAL,"Paliperidone, oral (Q.B7a)",1,Yes,
PALIP_ORAL,"Paliperidone, oral (Q.B7a)",L,Logical Skip,
PALIP_ORAL,"Paliperidone, oral (Q.B7a)",M,Missing Data,
PALIP_INJ,"Paliperidone, injectable (Q.B7a)",0,No,
PALIP_INJ,"Paliperidone, injectable (Q.B7a)",1,Yes,
PALIP_INJ,"Paliperidone, injectable (Q.B7a)",L,Logical Skip,
PALIP_INJ,"Paliperidone, injectable (Q.B7a)",M,Missing Data,
PALIP_LAI,"Paliperidone, long-acting injectable (Q.B7a)",0,No,
PALIP_LAI,"Paliperidone, long-acting injectable (Q.B7a)",1,Yes,
PALIP_LAI,"Paliperidone, long-acting injectable (Q.B7a)",L,Logical Skip,
PALIP_LAI,"Paliperidone, long-acting injectable (Q.B7a)",M,Missing Data,
PALIP_DK,"Paliperidone, do not know the mode of administration (Q.B7a)",0,No,
PALIP_DK,"Paliperidone, do not know the mode of administration (Q.B7a)",1,Yes,
PALIP_DK,"Paliperidone, do not know the mode of administration (Q.B7a)",L,Logical Skip,
PALIP_DK,"Paliperidone, do not know the mode of administration (Q.B7a)",M,Missing Data,
QUETI_NO,"Quetiapine, not used at this facility (Q.B7a)",0,No,
QUETI_NO,"Quetiapine, not used at this facility (Q.B7a)",1,Yes,
QUETI_NO,"Quetiapine, not used at this facility (Q.B7a)",L,Logical Skip,
QUETI_NO,"Quetiapine, not used at this facility (Q.B7a)",M,Missing Data,
QUETI_ORAL,"Quetiapine, oral (Q.B7a)",0,No,
QUETI_ORAL,"Quetiapine, oral (Q.B7a)",1,Yes,
QUETI_ORAL,"Quetiapine, oral (Q.B7a)",L,Logical Skip,
QUETI_ORAL,"Quetiapine, oral (Q.B7a)",M,Missing Data,
QUETI_DK,"Quetiapine, do not know the mode of administration (Q.B7a)",0,No,
QUETI_DK,"Quetiapine, do not know the mode of administration (Q.B7a)",1,Yes,
QUETI_DK,"Quetiapine, do not know the mode of administration (Q.B7a)",L,Logical Skip,
QUETI_DK,"Quetiapine, do not know the mode of administration (Q.B7a)",M,Missing Data,
RISPE_NO,"Risperidone, not used at this facility (Q.B7a)",0,No,
RISPE_NO,"Risperidone, not used at this facility (Q.B7a)",1,Yes,
RISPE_NO,"Risperidone, not used at this facility (Q.B7a)",L,Logical Skip,
RISPE_NO,"Risperidone, not used at this facility (Q.B7a)",M,Missing Data,
RISPE_ORAL,"Risperidone, oral (Q.B7a)",0,No,
RISPE_ORAL,"Risperidone, oral (Q.B7a)",1,Yes,
RISPE_ORAL,"Risperidone, oral (Q.B7a)",L,Logical Skip,
RISPE_ORAL,"Risperidone, oral (Q.B7a)",M,Missing Data,
RISPE_INJ,"Risperidone, injectable (Q.B7a)",0,No,
RISPE_INJ,"Risperidone, injectable (Q.B7a)",1,Yes,
RISPE_INJ,"Risperidone, injectable (Q.B7a)",L,Logical Skip,
RISPE_INJ,"Risperidone, injectable (Q.B7a)",M,Missing Data,
RISPE_LAI,"Risperidone, long-acting injectable (Q.B7a)",0,No,
RISPE_LAI,"Risperidone, long-acting injectable (Q.B7a)",1,Yes,
RISPE_LAI,"Risperidone, long-acting injectable (Q.B7a)",L,Logical Skip,
RISPE_LAI,"Risperidone, long-acting injectable (Q.B7a)",M,Missing Data,
RISPE_DK,"Risperidone, do not know the mode of administration (Q.B7a)",0,No,
RISPE_DK,"Risperidone, do not know the mode of administration (Q.B7a)",1,Yes,
RISPE_DK,"Risperidone, do not know the mode of administration (Q.B7a)",L,Logical Skip,
RISPE_DK,"Risperidone, do not know the mode of administration (Q.B7a)",M,Missing Data,
ZIPRA_NO,"Ziprasidone, not used at this facility (Q.B7a)",0,No,
ZIPRA_NO,"Ziprasidone, not used at this facility (Q.B7a)",1,Yes,
ZIPRA_NO,"Ziprasidone, not used at this facility (Q.B7a)",L,Logical Skip,
ZIPRA_NO,"Ziprasidone, not used at this facility (Q.B7a)",M,Missing Data,
ZIPRA_ORAL,"Ziprasidone, oral (Q.B7a)",0,No,
ZIPRA_ORAL,"Ziprasidone, oral (Q.B7a)",1,Yes,
ZIPRA_ORAL,"Ziprasidone, oral (Q.B7a)",L,Logical Skip,
ZIPRA_ORAL,"Ziprasidone, oral (Q.B7a)",M,Missing Data,
ZIPRA_INJ,"Ziprasidone, injectable (Q.B7a)",0,No,
ZIPRA_INJ,"Ziprasidone, injectable (Q.B7a)",1,Yes,
ZIPRA_INJ,"Ziprasidone, injectable (Q.B7a)",L,Logical Skip,
ZIPRA_INJ,"Ziprasidone, injectable (Q.B7a)",M,Missing Data,
ZIPRA_DK,"Ziprasidone, do not know the mode of administration (Q.B7a)",0,No,
ZIPRA_DK,"Ziprasidone, do not know the mode of administration (Q.B7a)",1,Yes,
ZIPRA_DK,"Ziprasidone, do not know the mode of administration (Q.B7a)",L,Logical Skip,
ZIPRA_DK,"Ziprasidone, do not know the mode of administration (Q.B7a)",M,Missing Data,
SECGEN1OTH_NO,"Other second-generation antipsychotics (A), not used at this facility (Q.B7a)",0,No,
SECGEN1OTH_NO,"Other second-generation antipsychotics (A), not used at this facility (Q.B7a)",1,Yes,
SECGEN1OTH_NO,"Other second-generation antipsychotics (A), not used at this facility (Q.B7a)",L,Logical Skip,
SECGEN1OTH_NO,"Other second-generation antipsychotics (A), not used at this facility (Q.B7a)",M,Missing Data,
SECGEN1OTH_ORAL,"Other second-generation antipsychotics (A), oral (Q.B7a)",0,No,
SECGEN1OTH_ORAL,"Other second-generation antipsychotics (A), oral (Q.B7a)",1,Yes,
SECGEN1OTH_ORAL,"Other second-generation antipsychotics (A), oral (Q.B7a)",L,Logical Skip,
SECGEN1OTH_ORAL,"Other second-generation antipsychotics (A), oral (Q.B7a)",M,Missing Data,
SECGEN1OTH_INJ,"Other second-generation antipsychotics (A), injectable (Q.B7a)",0,No,
SECGEN1OTH_INJ,"Other second-generation antipsychotics (A), injectable (Q.B7a)",1,Yes,
SECGEN1OTH_INJ,"Other second-generation antipsychotics (A), injectable (Q.B7a)",L,Logical Skip,
SECGEN1OTH_INJ,"Other second-generation antipsychotics (A), injectable (Q.B7a)",M,Missing Data,
SECGEN1OTH_LAI,"Other second-generation antipsychotics (A), long-acting injectable (Q.B7a)",0,No,
SECGEN1OTH_LAI,"Other second-generation antipsychotics (A), long-acting injectable (Q.B7a)",1,Yes,
SECGEN1OTH_LAI,"Other second-generation antipsychotics (A), long-acting injectable (Q.B7a)",L,Logical Skip,
SECGEN1OTH_LAI,"Other second-generation antipsychotics (A), long-acting injectable (Q.B7a)",M,Missing Data,
SECGEN1OTH_REC,"Other second-generation antipsychotics (A), rectal (Q.B7a)",0,No,
SECGEN1OTH_REC,"Other second-generation antipsychotics (A), rectal (Q.B7a)",1,Yes,
SECGEN1OTH_REC,"Other second-generation antipsychotics (A), rectal (Q.B7a)",L,Logical Skip,
SECGEN1OTH_REC,"Other second-generation antipsychotics (A), rectal (Q.B7a)",M,Missing Data,
SECGEN1OTH_TOP,"Other second-generation antipsychotics (A), topical (Q.B7a)",0,No,
SECGEN1OTH_TOP,"Other second-generation antipsychotics (A), topical (Q.B7a)",1,Yes,
SECGEN1OTH_TOP,"Other second-generation antipsychotics (A), topical (Q.B7a)",L,Logical Skip,
SECGEN1OTH_TOP,"Other second-generation antipsychotics (A), topical (Q.B7a)",M,Missing Data,
SECGEN1OTH_DK,"Other second-generation antipsychotics (A), do not know the mode of administration (Q.B7a)",0,No,
SECGEN1OTH_DK,"Other second-generation antipsychotics (A), do not know the mode of administration (Q.B7a)",1,Yes,
SECGEN1OTH_DK,"Other second-generation antipsychotics (A), do not know the mode of administration (Q.B7a)",L,Logical Skip,
SECGEN1OTH_DK,"Other second-generation antipsychotics (A), do not know the mode of administration (Q.B7a)",M,Missing Data,
SECGEN2OTH_NO,"Other second-generation antipsychotics (B), not used at this facility (Q.B7a)",0,No,
SECGEN2OTH_NO,"Other second-generation antipsychotics (B), not used at this facility (Q.B7a)",1,Yes,
SECGEN2OTH_NO,"Other second-generation antipsychotics (B), not used at this facility (Q.B7a)",L,Logical Skip,
SECGEN2OTH_NO,"Other second-generation antipsychotics (B), not used at this facility (Q.B7a)",M,Missing Data,
SECGEN2OTH_ORAL,"Other second-generation antipsychotics (B), oral (Q.B7a)",0,No,
SECGEN2OTH_ORAL,"Other second-generation antipsychotics (B), oral (Q.B7a)",1,Yes,
SECGEN2OTH_ORAL,"Other second-generation antipsychotics (B), oral (Q.B7a)",L,Logical Skip,
SECGEN2OTH_ORAL,"Other second-generation antipsychotics (B), oral (Q.B7a)",M,Missing Data,
SECGEN2OTH_INJ,"Other second-generation antipsychotics (B), injectable (Q.B7a)",0,No,
SECGEN2OTH_INJ,"Other second-generation antipsychotics (B), injectable (Q.B7a)",1,Yes,
SECGEN2OTH_INJ,"Other second-generation antipsychotics (B), injectable (Q.B7a)",L,Logical Skip,
SECGEN2OTH_INJ,"Other second-generation antipsychotics (B), injectable (Q.B7a)",M,Missing Data,
SECGEN2OTH_LAI,"Other second-generation antipsychotics (B), long-acting injectable (Q.B7a)",0,No,
SECGEN2OTH_LAI,"Other second-generation antipsychotics (B), long-acting injectable (Q.B7a)",1,Yes,
SECGEN2OTH_LAI,"Other second-generation antipsychotics (B), long-acting injectable (Q.B7a)",L,Logical Skip,
SECGEN2OTH_LAI,"Other second-generation antipsychotics (B), long-acting injectable (Q.B7a)",M,Missing Data,
SECGEN2OTH_REC,"Other second-generation antipsychotics (B), rectal (Q.B7a)",0,No,
SECGEN2OTH_REC,"Other second-generation antipsychotics (B), rectal (Q.B7a)",L,Logical Skip,
SECGEN2OTH_REC,"Other second-generation antipsychotics (B), rectal (Q.B7a)",M,Missing Data,
SECGEN2OTH_TOP,"Other second-generation antipsychotics (B), topical (Q.B7a)",0,No,
SECGEN2OTH_TOP,"Other second-generation antipsychotics (B), topical (Q.B7a)",1,Yes,
SECGEN2OTH_TOP,"Other second-generation antipsychotics (B), topical (Q.B7a)",L,Logical Skip,
SECGEN2OTH_TOP,"Other second-generation antipsychotics (B), topical (Q.B7a)",M,Missing Data,
SECGEN2OTH_DK,"Other second-generation antipsychotics (B), do not know the mode of administration (Q.B7a)",0,No,
SECGEN2OTH_DK,"Other second-generation antipsychotics (B), do not know the mode of administration (Q.B7a)",1,Yes,
SECGEN2OTH_DK,"Other second-generation antipsychotics (B), do not know the mode of administration (Q.B7a)",L,Logical Skip,
SECGEN2OTH_DK,"Other second-generation antipsychotics (B), do not know the mode of administration (Q.B7a)",M,Missing Data,
SECGEN3OTH_NO,"Other second-generation antipsychotics (C), not used at this facility (Q.B7a)",0,No,
SECGEN3OTH_NO,"Other second-generation antipsychotics (C), not used at this facility (Q.B7a)",1,Yes,
SECGEN3OTH_NO,"Other second-generation antipsychotics (C), not used at this facility (Q.B7a)",L,Logical Skip,
SECGEN3OTH_NO,"Other second-generation antipsychotics (C), not used at this facility (Q.B7a)",M,Missing Data,
SECGEN3OTH_ORAL,"Other second-generation antipsychotics (C), oral (Q.B7a)",0,No,
SECGEN3OTH_ORAL,"Other second-generation antipsychotics (C), oral (Q.B7a)",1,Yes,
SECGEN3OTH_ORAL,"Other second-generation antipsychotics (C), oral (Q.B7a)",L,Logical Skip,
SECGEN3OTH_ORAL,"Other second-generation antipsychotics (C), oral (Q.B7a)",M,Missing Data,
SECGEN3OTH_INJ,"Other second-generation antipsychotics (C), injectable (Q.B7a)",0,No,
SECGEN3OTH_INJ,"Other second-generation antipsychotics (C), injectable (Q.B7a)",1,Yes,
SECGEN3OTH_INJ,"Other second-generation antipsychotics (C), injectable (Q.B7a)",L,Logical Skip,
SECGEN3OTH_INJ,"Other second-generation antipsychotics (C), injectable (Q.B7a)",M,Missing Data,
SECGEN3OTH_LAI,"Other second-generation antipsychotics (C), long-acting injectable (Q.B7a)",0,No,
SECGEN3OTH_LAI,"Other second-generation antipsychotics (C), long-acting injectable (Q.B7a)",1,Yes,
SECGEN3OTH_LAI,"Other second-generation antipsychotics (C), long-acting injectable (Q.B7a)",L,Logical Skip,
SECGEN3OTH_LAI,"Other second-generation antipsychotics (C), long-acting injectable (Q.B7a)",M,Missing Data,
SECGEN3OTH_REC,"Other second-generation antipsychotics (C), rectal (Q.B7a)",0,No,
SECGEN3OTH_REC,"Other second-generation antipsychotics (C), rectal (Q.B7a)",L,Logical Skip,
SECGEN3OTH_REC,"Other second-generation antipsychotics (C), rectal (Q.B7a)",M,Missing Data,
SECGEN3OTH_TOP,"Other second-generation antipsychotics (C), topical (Q.B7a)",0,No,
SECGEN3OTH_TOP,"Other second-generation antipsychotics (C), topical (Q.B7a)",L,Logical Skip,
SECGEN3OTH_TOP,"Other second-generation antipsychotics (C), topical (Q.B7a)",M,Missing Data,
SECGEN3OTH_DK,"Other second-generation antipsychotics ©, do not know the mode of administration (Q.B7a)",0,No,
SECGEN3OTH_DK,"Other second-generation antipsychotics ©, do not know the mode of administration (Q.B7a)",1,Yes,
SECGEN3OTH_DK,"Other second-generation antipsychotics ©, do not know the mode of administration (Q.B7a)",L,Logical Skip,
SECGEN3OTH_DK,"Other second-generation antipsychotics ©, do not know the mode of administration (Q.B7a)",M,Missing Data,
ASSERTCOMM,Facility provides Assertive Community Treatment (ACT) (Q.B8),0,No,
ASSERTCOMM,Facility provides Assertive Community Treatment (ACT) (Q.B8),1,Yes,
ASSERTCOMM,Facility provides Assertive Community Treatment (ACT) (Q.B8),L,Logical Skip,
ASSERTCOMM,Facility provides Assertive Community Treatment (ACT) (Q.B8),M,Missing Data,
MHINTCASEMGMT,Facility provides Intensive Case Management (ICM) (Q.B8),0,No,
MHINTCASEMGMT,Facility provides Intensive Case Management (ICM) (Q.B8),1,Yes,
MHINTCASEMGMT,Facility provides Intensive Case Management (ICM) (Q.B8),L,Logical Skip,
MHINTCASEMGMT,Facility provides Intensive Case Management (ICM) (Q.B8),M,Missing Data,
MHCASEMGMT,Facility provides Case Management (CM) (Q.B8),0,No,
MHCASEMGMT,Facility provides Case Management (CM) (Q.B8),1,Yes,
MHCASEMGMT,Facility provides Case Management (CM) (Q.B8),L,Logical Skip,
MHCASEMGMT,Facility provides Case Management (CM) (Q.B8),M,Missing Data,
MHCOURTORDERED,Facility provides court-ordered treatment (Q.B8),0,No,
MHCOURTORDERED,Facility provides court-ordered treatment (Q.B8),1,Yes,
MHCOURTORDERED,Facility provides court-ordered treatment (Q.B8),L,Logical Skip,
MHCOURTORDERED,Facility provides court-ordered treatment (Q.B8),M,Missing Data,
MHAOT,Facility provides Assisted Outpatient Treatment (AOT) (Q.B8),0,No,
MHAOT,Facility provides Assisted Outpatient Treatment (AOT) (Q.B8),1,Yes,
MHAOT,Facility provides Assisted Outpatient Treatment (AOT) (Q.B8),L,Logical Skip,
MHAOT,Facility provides Assisted Outpatient Treatment (AOT) (Q.B8),M,Missing Data,
MHCHRONIC,Facility provides Chronic Disease/illness Management (CDM) (Q.B8),0,No,
MHCHRONIC,Facility provides Chronic Disease/illness Management (CDM) (Q.B8),1,Yes,
MHCHRONIC,Facility provides Chronic Disease/illness Management (CDM) (Q.B8),L,Logical Skip,
MHCHRONIC,Facility provides Chronic Disease/illness Management (CDM) (Q.B8),M,Missing Data,
ILLNESSMGMT,Facility provides Illness Management and Recovery (IMR) (Q.B8),0,No,
ILLNESSMGMT,Facility provides Illness Management and Recovery (IMR) (Q.B8),1,Yes,
ILLNESSMGMT,Facility provides Illness Management and Recovery (IMR) (Q.B8),L,Logical Skip,
ILLNESSMGMT,Facility provides Illness Management and Recovery (IMR) (Q.B8),M,Missing Data,
PRIMARYCARE,Facility provides integrated primary care services (Q.B8),0,No,
PRIMARYCARE,Facility provides integrated primary care services (Q.B8),1,Yes,
PRIMARYCARE,Facility provides integrated primary care services (Q.B8),L,Logical Skip,
PRIMARYCARE,Facility provides integrated primary care services (Q.B8),M,Missing Data,
DIETEXERCOUNSEL,Facility provides diet and exercise counseling (Q.B8),0,No,
DIETEXERCOUNSEL,Facility provides diet and exercise counseling (Q.B8),1,Yes,
DIETEXERCOUNSEL,Facility provides diet and exercise counseling (Q.B8),L,Logical Skip,
DIETEXERCOUNSEL,Facility provides diet and exercise counseling (Q.B8),M,Missing Data,
FAMPSYCHED,Facility provides family psychoeducation (Q.B8),0,No,
FAMPSYCHED,Facility provides family psychoeducation (Q.B8),1,Yes,
FAMPSYCHED,Facility provides family psychoeducation (Q.B8),L,Logical Skip,
FAMPSYCHED,Facility provides family psychoeducation (Q.B8),M,Missing Data,
MHEDUCATION,Facility provides education services (Q.B8),0,No,
MHEDUCATION,Facility provides education services (Q.B8),1,Yes,
MHEDUCATION,Facility provides education services (Q.B8),L,Logical Skip,
MHEDUCATION,Facility provides education services (Q.B8),M,Missing Data,
MHHOUSING,Facility provides housing services (Q.B8),0,No,
MHHOUSING,Facility provides housing services (Q.B8),1,Yes,
MHHOUSING,Facility provides housing services (Q.B8),L,Logical Skip,
MHHOUSING,Facility provides housing services (Q.B8),M,Missing Data,
SUPPHOUSING,Facility provides supported housing (Q.B8),0,No,
SUPPHOUSING,Facility provides supported housing (Q.B8),1,Yes,
SUPPHOUSING,Facility provides supported housing (Q.B8),L,Logical Skip,
SUPPHOUSING,Facility provides supported housing (Q.B8),M,Missing Data,
MHPSYCHREHAB,Facility provides psychosocial rehabilitation services (Q.B8),0,No,
MHPSYCHREHAB,Facility provides psychosocial rehabilitation services (Q.B8),1,Yes,
MHPSYCHREHAB,Facility provides psychosocial rehabilitation services (Q.B8),L,Logical Skip,
MHPSYCHREHAB,Facility provides psychosocial rehabilitation services (Q.B8),M,Missing Data,
MHVOCREHAB,Facility provides vocational rehabilitation services (Q.B8),0,No,
MHVOCREHAB,Facility provides vocational rehabilitation services (Q.B8),1,Yes,
MHVOCREHAB,Facility provides vocational rehabilitation services (Q.B8),L,Logical Skip,
MHVOCREHAB,Facility provides vocational rehabilitation services (Q.B8),M,Missing Data,
SUPPEMPLOY,Facility provides supported employment (Q.B8),0,No,
SUPPEMPLOY,Facility provides supported employment (Q.B8),1,Yes,
SUPPEMPLOY,Facility provides supported employment (Q.B8),L,Logical Skip,
SUPPEMPLOY,Facility provides supported employment (Q.B8),M,Missing Data,
FOSTERCARE,Facility provides therapeutic foster care (Q.B8),0,No,
FOSTERCARE,Facility provides therapeutic foster care (Q.B8),1,Yes,
FOSTERCARE,Facility provides therapeutic foster care (Q.B8),L,Logical Skip,
FOSTERCARE,Facility provides therapeutic foster care (Q.B8),M,Missing Data,
MHLEGAL,Facility provides legal advocacy (Q.B8),0,No,
MHLEGAL,Facility provides legal advocacy (Q.B8),1,Yes,
MHLEGAL,Facility provides legal advocacy (Q.B8),L,Logical Skip,
