variable_name,description
CABUNDAG,"Did you buy this last alcoholic beverage from someone who was under age 21, or were they 21 or older?"
ADWRCONC,Did you have a lot more trouble concentrating than usual nearly every day?
AMISUD5ANYO,
CABUYFRE,Did you pay for the last alcoholic beverage that you drank?
ADWRDCSN,Were you unable to make decisions about things you ordinarily have no trouble deciding about?
AMYLNIEVER,
CABUYWHO,"People often buy alcoholic beverages at stores, restaurants, bars, clubs, or events. Sometimes they buy alcohol from other people. Which of these statements describes the way you bought the last alcoholic beverage that you drank?"
ADWRDEPR,"In answering the next questions, think about the period of time when your [FEELNOUN] and other problems were the worst. In answering the next questions, think about the most recent period of time when you [FEELFILL] and had other problems at the same time. During that time, did you feel sad, empty, or depressed most of the day nearly every day?"
AMYLNIT,"These next questions are about liquids, sprays, and gases that people sniff or inhale to get high or to make them feel good. We are not interested in times when you inhaled a substance accidentally — such as when painting, cleaning an oven, or filling a car with gasoline. The questions use the word ‘inhalant’ to include all the things listed below, as well as any other substances that people sniff or inhale for kicks or to get high. Take a moment to look at the substances listed below so you know what kinds of liquids, sprays, and gases these questions are about. Amyl nitrite, 'poppers,' locker room odorizers, or 'rush' Correction fluid, degreaser, or cleaning fluid Gasoline or lighter fluid Glue, shoe polish, or toluene Halothane, ether, or other anesthetics Lacquer thinner, or other paint solvents Lighter gases, such as butane or propane Nitrous oxide or 'whippits' Felt-tip pens, felt-tip markers, or magic markers Spray paints Computer keyboard cleaner, also known as air duster Other aerosol sprays Have you ever, even once, inhaled amyl nitrite, 'poppers,' locker room odorizers, or 'rush' for kicks or to get high?"
CACERVIX,
ADWRDIET,Did you lose weight without trying to because you were sick or on a diet?
ANALWT2_C,
CACOLNRECT,
ADWRDISC,"During that [TIMEFILL] period of time, did you feel discouraged about how things were going in your life most of the day nearly every day?"
ANURSMDE,
CADRBAR,
ADWRDST,"Still thinking of times lasting two weeks or longer when [NUMPROBS] with your mood [WASWERE] most severe and frequent, how severe was your emotional distress during those times?"
ANYEDUC3,
CADRCAR,Where did you drink alcoholic beverages this last time you drank?
ADWRELES,"The next questions are about changes in appetite and weight. In answering the next questions, think about the period of time/most recent period of time when your [FEELNOUN] and other problems were the worst. Did you have a much smaller appetite than usual nearly every day during that time?"
ANYHLTI2,"NOTE: The following variable, ANYHLTI2, was created from the source variables MEDICARE, CAIDCHIP, CHAMPUS, PRVHLTIN, and"
CADREVNT,
ADWREMOR,Did you have a much larger appetite than usual nearly every day?
ANYNDLREC,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. NOTE: The variables in this section are recoded variables that were created from one or more of the variables from three of the preceding sections: Recoded Drug Use, Special Drugs, and Imputed Special Drugs. NOTE: Certain source variables that were used to create recoded variables have valid values that might not have been reported or assigned for the current survey year. However, these values have been included in the general specifications in the codebook on how the recoded variables were created. See additional details about this issue in the Organization of the Data File section of this codebook introduction."
CADRHOME,
ADWRENRG,"During that [TIMEFILL] period of time, did you feel tired or low in energy nearly every day, even when you had not been working very hard?"
ANYNEDFLAG,"The following recoded variable, ANYNEDFLAG, was created starting with the 2022 NSDUH to include data from the new questions in the Emerging Issues section about the use of a needle to inject illegally made fentanyl. ANYNEDFLAG (ever used a needle to inject heroin, cocaine, methamphetamine, illegally made fentanyl, or some other drug) replaces ANYNEDEVER (ever used a needle to inject heroin, cocaine, methamphetamine, or some other drug) that appeared in the Recoded Special Drugs section in 2021. (COCNEDEVER, HERNEDEVER, IMFNEDFLAG, MTHNEDEVER, OTDGNEDL)"
CADRKCOCN,
ADWRGAIN,Did you gain weight without trying to during that [TIMEFILL] period of time?
ANYNEDYR,
CADRKCOCN2,
ADWRGNL2,How many pounds did you gain? Please enter your answer as a whole number.
AOMDMDE,
CADRKDRUG,"NOTE: Beginning in 2015, questions about the misuse of prescription pain relievers, tranquilizers, stimulants, and sedatives with alcohol in the past 30 days were asked in the relevant sections of the interview about the misuse of prescription drugs instead of being asked in the consumption of alcohol section of the interview. Think again about this last time you drank any alcoholic beverages, when you had [CA01 FILL] [drink/drinks]. Did you also use [DRUGFILL] while you were drinking or within a couple of hours of drinking?"
Codebook Creation Date: 10/19/2023,
