variable_name,description
SUTRTDRGPY,"The following variable for receipt of substance use treatment for drug use in the past year, SUTRTDRGPY, was assigned a positive response if a respondent indicated receiving substance use treatment (SUTRTPY=1) and that treatment was for drug use [SUTOUTDRGPY=1, inpatient treatment for drug use, SUTPHVIDRG=1, IRSUTRXDRG=1, prison or jail for drug use or (prison or jail for subsance use and (ILLFLAG=1 or PSYANYFLAG=1) and ALCFLAG=0))]. (ALCFLAG, ILLFLAG, IRSUTRXDRG, PSYANYFLAG, SUTOUTDRGPY, SUTPHVIDRG, SUTRTPY)"
TRQNM30FQ,"During the past 30 days, on how many days did you use [TRNAMEFILL] in any way a doctor did not direct you to use [TRNUMFILL]?"
STMRSMAIN,Which was the main reason you used [STLASTFILL2] the last time?
SUTRTOTHPY,"(IRSUTDETOX, IRSUTERED, IRSUTPEERSPC, IRSUTSUPPGRP, SUTRTPY)"
TRQNMAGE,"NOTE: The variables TRQNMAGE, TRQNMYFU, and TRQNMMFU show the age, year, and month of first misuse, respectively, for respondents who initiated misuse of tranquilizers in the 12 months prior to being interviewed (TRQNMINIT=1)."
STMRSOTRS2,"Please type in the other reason you used [STLASTFILL2] the last time. When you have finished typing your answer, press [ENTER] to go to the next question."
SUTRTPY,"(IRSUTPHVID, IRSUTRXALC, IRSUTRXDRG, SUTINPPY, SUTOUTPPY)"
TRQNMFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of prescription tranquilizers (ever misused) in analysis."
STMRSSOR,
SUTRTUNSPPY,
TRQNMINIT,"NOTE: TRQNMINIT is ""reverse coded"" from the answers in TRL03. TRL03=1 (yes) was recoded to 2 in TRQNMINIT because this answer means that the respondent misused tranquilizers before the past 12 months (and therefore is not a past year initiate for misuse of tranquilizers). TRL03=2 (no) was recoded to 1 in TRQNMINIT because this answer means that the respondent did not misuse tranquilizers before the past 12 months (and therefore is a past year initiate for misuse of tranquilizers). Earlier questions were about the past 12 months. This question is about any time before then, that is, any time in your life before [DATEFILL]. At any time before [DATEFILL], did you ever use any prescription tranquilizer in a way a doctor did not direct you to use it?"
STMRSSTDY,
SUTSKTHPY,"The following variable for sought or thought should get substance use treatment but did not receive substance use treatment in the past year, SUTSKTHPY, was assigned a positive response if a respondent met either of these conditions: 1. Did not receive substance use treatment (SUTRTPY=0) and sought treatment. 2. Did not receive substance use treatment (SUTRTPY=0), did not indicate they sought treatment, but thought they should get treatment. A negative response was assigned if a respondent did not receive substance use treatment (SUTRTPY=0), did not seek treatment, and did not think they should get treatment. Additionally, a negative response was assigned if respondent never used alcohol or drugs (ALCFLAG=0, ILLFLAG=0, and PSYANYFLAG=0)."
TRQNMLAS1,"Now think about the last time you used a prescription tranquilizer in any way a doctor did not direct you to use it. Which of these tranquilizers did you use the last time? If you used more than one tranquilizer the last time, please choose one tranquilizer as your best answer."
STMRSWGHT,Now think about the last time you used [STLASTFILL2] in any way a doctor did not direct you to use it/them. What were the reasons you used [STLASTFILL2] the last time?
SUTSUPPADB,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. When you received the following help in the past 12 months, was it for your alcohol use only, your drug use only, or for both your alcohol and drug use? Support groups"
TRQNMLIF,"The next question asks about using prescription tranquilizers in any way a doctor did not direct you to use them. When you answer these questions, please think only about your use of the drug in any way a doctor did not direct you to use it, including: • Using it without a prescription of your own • Using it in greater amounts, more often, or longer than you were told to take it • Using it in any other way a doctor did not direct you to use it Have you ever, even once, used any prescription tranquilizer in any way a doctor did not direct you to use it?"
STMWYGAMT,
SUTUNCARE,You thought no one would care if you got better.
TRQNMMFU,
STMWYLNGR,
SUTUNCONSQ,"You thought that if people knew you were in treatment bad things would happen, like losing your job, home, or children."
TRQNMMON,
STMWYNORX,"Which of these statements describe your use of it/them at any time in the past 12 months? To select more than one statement, press the space bar between the numbers. When you have finished, press [ENTER]."
SUTUNCOST,"There may be many reasons you did not get treatments during the past 12 months. For each statement, please mark whether or not it was one of the reasons why you did not get [additional] professional counseling, medication, or other treatment for your alcohol or drug use. You thought it would cost too much."
TRQNMREC,"NOTE: The variable TRQNMREC is a recoded variable that was created from TRQNMLIF, the 12-month misuse variables of specific tranquilizers, and TRANQNM30DY."
STMWYOFTN,
SUTUNENFCV,Your health insurance would not pay enough of the costs for treatment.
TRQNMYFU,
STMWYOTWY,
SUTUNFFLKE,"You thought your family, friends, or religious group wouldn’t like it if you got treatment."
TRQNMYR,
Codebook Creation Date: 10/19/2023,
